,cluster,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,age,gender,race1,race2,race3,race4,race5,race6,race7,race8
255,3.0,43.0,3.5,1.67,1.65,2.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
256,6.0,22.0,2.4,-0.9,-0.28,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
257,3.0,35.0,2.9,1.36,1.77,2.0,2.0,-41.0,0,0,0,0,0,0,0,1,0
258,5.0,40.5,3.6,0.45,0.6,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
259,5.0,48.0,3.8,0.54,0.82,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
260,4.0,40.0,2.4,1.16,0.45,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
261,3.0,33.0,3.8,-0.89,-0.72,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
262,3.0,34.0,2.9,-0.61,-1.37,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
263,3.0,38.0,3.0,-0.69,-0.73,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
264,3.0,37.0,3.6,1.13,1.54,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
265,3.0,30.0,2.8,-1.48,-1.6,1.0,4.0,-55.0,1,0,0,0,1,0,0,0,0
266,3.0,27.0,3.6,-0.75,-1.01,1.0,3.0,-57.0,1,0,0,0,0,0,0,1,0
267,4.0,35.0,2.6,-1.05,-1.44,2.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
268,1.0,35.0,3.6,-0.56,-0.21,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
269,1.0,44.0,3.0,-0.28,-0.04,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
270,1.0,39.0,3.1,-1.23,-1.42,1.0,2.0,-55.0,0,0,0,0,0,0,0,1,0
271,1.0,37.0,3.5,0.87,0.81,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
272,3.0,36.0,2.1,1.57,0.95,2.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
273,1.0,42.0,3.1,0.17,0.11,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
274,4.0,31.0,3.2,0.78,1.12,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
275,3.0,39.0,2.8,1.36,1.55,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
276,3.0,30.5,3.1,-1.52,-1.7,1.0,3.0,-42.0,1,0,0,0,0,0,0,1,0
277,3.0,32.5,3.2,-0.29,-0.25,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
278,2.0,39.0,2.7,-0.28,-0.28,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
279,1.0,36.0,3.5,-0.87,-1.34,1.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
280,1.0,32.0,2.4,-1.01,-1.2,2.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
281,2.0,35.0,2.6,-0.37,-0.53,1.0,3.0,-53.0,1,0,0,0,0,0,0,1,0
282,3.0,36.0,3.5,-1.45,-0.93,2.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
283,1.0,42.0,2.8,-0.89,-1.39,1.0,2.0,-65.0,0,0,0,0,0,0,0,1,0
284,1.0,39.0,3.3,-0.04,0.17,1.0,1.0,-46.0,0,0,0,0,0,0,0,1,0
285,4.0,38.0,3.4,-0.87,-1.26,1.0,4.0,-59.0,1,0,0,0,1,0,0,0,0
286,5.0,29.5,2.7,-1.84,-2.2,1.0,5.0,-62.0,0,0,0,1,0,0,0,0,0
287,3.0,37.0,3.0,0.51,0.26,1.0,4.0,-64.0,1,0,0,0,0,0,0,1,0
288,1.0,29.0,2.9,-1.36,-1.66,1.0,2.0,-55.0,1,1,0,0,0,0,0,0,0
289,5.0,42.0,3.8,-2.09,-2.18,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
290,1.0,24.7,2.9,-0.45,-0.32,2.0,3.0,-56.0,1,0,0,1,0,0,0,0,0
291,1.0,34.0,3.6,-1.87,-1.34,1.0,4.0,-67.0,1,0,0,0,0,0,0,1,0
292,4.0,25.0,2.5,-1.86,-2.4,1.0,1.0,-37.0,0,0,1,0,0,0,0,0,0
293,6.0,23.3,2.7,-1.56,-1.95,1.0,3.0,-60.0,1,0,0,1,0,0,0,0,0
294,3.0,39.0,2.6,0.43,1.34,1.0,2.0,-54.0,0,0,0,0,0,0,0,1,0
295,6.0,22.0,2.5,-0.47,-1.87,1.0,3.0,-57.0,0,0,0,1,0,0,0,0,0
296,3.0,32.0,2.8,-1.36,-1.17,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
297,3.0,31.0,3.2,-1.56,-0.74,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
298,3.0,33.0,3.4,-1.41,-1.54,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
299,5.0,39.0,3.5,0.86,0.86,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
300,1.0,36.0,2.9,-0.95,-1.42,1.0,5.0,-47.0,1,0,0,0,0,0,0,1,0
301,1.0,32.0,2.8,-1.32,-1.62,1.0,4.0,-60.0,1,0,0,0,1,0,0,0,0
302,3.0,39.0,2.5,1.64,1.82,2.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
303,1.0,32.0,3.0,-1.68,-2.06,1.0,2.0,-36.0,1,0,0,0,0,0,0,1,0
304,3.0,24.0,2.9,-1.38,-1.27,1.0,2.0,-59.0,1,0,0,0,0,0,1,0,0
305,6.0,26.0,3.1,-0.05,0.17,1.0,2.0,-61.0,0,0,0,1,0,0,0,0,0
306,4.0,34.0,3.0,-1.85,-1.53,2.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
307,1.0,45.0,3.4,0.97,1.27,1.0,5.0,-60.0,0,0,0,0,0,0,0,1,0
308,3.0,39.0,2.9,0.02,-0.45,1.0,4.0,-57.0,1,0,0,0,0,0,0,1,0
309,5.0,43.0,3.4,-0.01,0.73,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
310,1.0,39.0,3.1,1.03,0.87,1.0,1.0,-54.0,0,0,0,0,0,0,0,1,0
311,3.0,39.0,3.6,1.3,1.13,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
312,6.0,30.0,2.8,-0.69,-0.79,1.0,4.0,-62.0,0,0,1,0,0,0,0,0,0
313,1.0,30.5,3.6,0.15,-0.24,1.0,3.0,-48.0,1,0,0,0,0,0,0,1,0
314,1.0,39.0,3.7,-1.13,-0.53,1.0,3.0,-44.0,1,0,0,0,0,0,0,1,0
315,6.0,31.0,2.2,0.18,-0.11,1.0,2.0,-38.0,0,0,0,1,0,0,0,0,0
316,1.0,26.0,3.6,-1.23,-1.41,1.0,3.0,-61.0,0,0,0,0,1,0,0,0,0
317,6.0,34.0,3.1,-1.16,-1.01,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
318,4.0,27.0,3.6,-0.98,-1.32,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
319,3.0,35.0,2.4,0.83,0.27,1.0,5.0,-61.0,0,0,0,0,0,0,0,0,1
320,3.0,30.0,2.8,-0.61,-1.26,2.0,3.0,-64.0,0,0,1,0,0,0,0,0,0
321,4.0,43.0,3.5,-0.83,0.18,1.0,1.0,-44.0,1,0,0,0,0,0,0,1,0
322,3.0,39.5,3.2,0.03,0.1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
323,3.0,39.0,2.7,-0.28,-0.66,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
324,1.0,39.5,2.9,-1.22,-0.81,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
325,3.0,35.0,3.0,0.84,1.54,1.0,2.0,-41.0,1,0,0,0,0,0,0,1,0
326,4.0,33.0,3.8,-0.28,0.48,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
327,1.0,37.0,3.7,1.07,1.41,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
328,3.0,36.5,3.4,-1.47,-1.4,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
329,3.0,36.0,3.1,-0.1,-0.36,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
330,6.0,28.0,2.2,-0.65,0.11,1.0,4.0,-56.0,0,0,0,1,0,0,0,0,0
331,4.0,46.0,3.9,0.2,0.1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
332,3.0,37.0,3.9,2.22,2.55,2.0,3.0,-58.0,1,0,0,0,0,0,1,0,0
333,1.0,39.0,3.1,-1.76,-1.44,2.0,2.0,-52.0,1,0,0,0,0,0,0,1,0
334,6.0,24.0,2.6,-1.53,-0.65,1.0,2.0,-60.0,1,1,0,0,0,0,0,0,0
335,3.0,33.0,2.4,-0.75,-0.86,1.0,3.0,-58.0,1,0,0,0,0,1,0,0,0
336,3.0,38.0,2.8,-0.74,-1.3,1.0,4.0,-49.0,0,0,0,0,0,0,0,1,0
337,1.0,37.0,3.6,0.03,0.45,1.0,3.0,-48.0,0,0,0,0,0,0,0,1,0
338,6.0,22.0,3.1,1.29,0.3,1.0,3.0,-57.0,0,0,0,1,0,0,0,0,0
339,3.0,44.0,2.7,0.35,0.13,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
340,3.0,25.0,2.7,-1.08,-1.3,2.0,1.0,-51.0,1,0,0,1,0,0,0,0,0
341,3.0,34.0,3.1,-0.73,-1.8,1.0,3.0,-63.0,1,0,0,0,0,0,1,0,0
342,3.0,28.0,2.1,-1.06,-1.97,1.0,3.0,-63.0,1,0,0,1,0,0,0,0,0
343,3.0,26.0,2.9,-2.09,-1.07,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
344,4.0,45.0,3.5,-1.7,-1.38,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
345,3.0,35.0,3.7,1.38,1.57,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
346,3.0,40.0,3.9,0.44,1.12,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
347,4.0,33.5,2.7,-0.23,-0.48,2.0,4.0,-54.0,0,0,0,0,0,0,0,1,0
348,1.0,31.5,2.6,-0.75,-1.26,1.0,4.0,-59.0,0,0,0,1,0,0,0,0,0
349,3.0,35.0,2.9,-1.24,-1.32,1.0,4.0,-40.0,1,0,0,0,0,0,0,1,0
350,3.0,26.5,3.2,-1.66,-1.12,1.0,4.0,-54.0,0,0,0,0,0,0,0,1,0
351,1.0,24.0,2.6,-0.8,-1.27,1.0,3.0,-58.0,0,1,0,0,0,0,0,0,0
352,6.0,29.0,3.5,-0.08,-1.0,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
353,3.0,33.0,3.0,0.32,0.55,1.0,4.0,-67.0,0,0,0,0,0,0,0,1,0
354,3.0,37.0,2.9,-0.46,-0.41,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
355,4.0,34.0,3.2,-0.01,0.41,1.0,1.0,-60.0,0,0,0,0,0,0,0,1,0
356,1.0,36.3,3.5,-0.56,-0.79,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
357,1.0,40.0,3.6,0.72,0.41,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
358,1.0,38.0,3.2,0.19,0.1,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
359,5.0,41.0,2.6,0.09,-0.1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
360,2.0,26.0,3.2,-0.27,0.24,1.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
361,3.0,36.0,2.9,0.63,0.34,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
362,3.0,37.5,3.5,-0.21,-1.15,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
363,5.0,43.0,3.7,1.28,1.35,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
364,1.0,27.0,3.3,-1.76,-1.84,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
365,4.0,41.0,3.8,0.23,1.15,1.0,3.0,-59.0,1,0,0,0,0,0,1,0,0
366,6.0,35.0,3.7,1.1,1.0,1.0,3.0,-56.0,0,0,0,0,0,0,0,1,0
367,3.0,39.0,2.4,-0.55,-1.16,1.0,2.0,-66.0,0,0,0,0,0,0,0,1,0
368,4.0,48.0,3.5,-1.17,-1.57,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
369,1.0,41.0,3.2,-0.29,-0.73,1.0,3.0,-63.0,1,0,0,0,0,0,0,1,0
370,1.0,25.0,2.5,-1.65,-1.8,1.0,4.0,-36.0,1,0,0,1,0,0,0,0,0
371,1.0,32.0,2.7,-1.04,-1.52,1.0,3.0,-63.0,1,0,0,0,1,0,0,0,0
372,2.0,40.0,3.5,1.03,1.28,1.0,5.0,-63.0,1,0,0,0,0,0,0,1,0
373,3.0,44.0,2.2,-0.29,-0.89,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
374,3.0,39.0,2.5,0.88,0.1,1.0,4.0,-57.0,0,0,0,0,0,0,0,1,0
375,4.0,29.0,3.2,-0.99,-0.88,1.0,3.0,-62.0,0,0,0,0,0,1,0,0,0
376,2.0,38.0,2.5,-1.12,-1.37,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
377,4.0,37.0,4.0,1.23,1.36,1.0,2.0,-58.0,1,0,0,0,0,0,0,1,0
378,4.0,35.5,3.6,-1.23,-0.98,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
379,2.0,27.0,3.6,-0.2,0.23,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
380,1.0,48.0,2.6,-0.55,-0.85,1.0,4.0,-65.0,0,0,0,0,0,0,0,1,0
381,3.0,30.0,2.9,-0.99,-1.07,1.0,5.0,-59.0,1,0,0,0,0,0,1,0,0
382,3.0,37.0,3.4,-0.68,-0.71,1.0,4.0,-62.0,1,0,1,0,0,0,0,0,0
383,5.0,37.0,3.3,-1.07,-1.18,1.0,1.0,-56.0,0,0,0,0,1,0,0,0,0
384,3.0,40.5,2.5,-0.15,-0.02,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
385,3.0,29.0,2.4,-2.26,-1.98,1.0,3.0,-62.0,0,0,0,1,0,0,0,0,0
386,3.0,37.0,2.3,1.04,0.6,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
387,3.0,47.0,2.2,-0.86,-1.99,1.0,4.0,-57.0,1,0,0,0,0,0,0,1,0
388,3.0,35.0,3.3,-0.2,-0.1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
389,1.0,22.0,2.6,-0.99,-1.42,1.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
390,3.0,39.0,2.3,-0.03,-0.26,1.0,5.0,-59.0,0,0,0,0,0,0,0,1,0
391,3.0,35.0,3.7,-0.79,-1.59,1.0,3.0,-52.0,0,0,0,0,0,0,0,1,0
392,2.0,29.0,3.0,-1.56,-1.75,1.0,3.0,-62.0,0,0,1,0,0,0,0,0,0
393,1.0,31.0,3.8,-0.45,-0.68,1.0,2.0,-48.0,0,0,0,0,0,0,0,1,0
394,3.0,40.0,2.4,1.27,0.13,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
395,3.0,42.0,4.0,0.07,0.79,1.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
396,4.0,39.0,3.7,-0.29,0.38,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
397,3.0,36.5,3.1,-0.56,-0.63,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
398,3.0,35.0,2.4,0.53,0.23,1.0,2.0,-56.0,0,0,0,0,0,0,0,1,0
399,1.0,34.0,3.3,-0.75,0.25,2.0,2.0,-63.0,1,0,0,0,0,0,0,1,0
400,3.0,32.0,2.9,1.1,0.57,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
401,4.0,38.0,3.3,1.52,1.54,2.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
402,3.0,34.0,3.1,0.8,0.73,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
403,3.0,25.0,2.5,-0.52,-0.71,1.0,2.0,-47.0,0,0,0,1,0,0,0,0,0
404,4.0,30.5,2.7,-0.32,-0.73,2.0,3.0,-46.0,1,0,0,0,0,0,0,1,0
405,1.0,33.0,3.8,0.39,0.26,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
406,3.0,35.0,3.3,0.78,1.02,1.0,5.0,-59.0,0,0,0,0,0,0,0,1,0
407,2.0,36.0,2.9,0.13,-1.44,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
408,1.0,37.0,3.6,-1.31,-1.45,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
409,1.0,41.0,3.0,-2.03,-1.09,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
410,1.0,42.0,3.8,0.77,0.88,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
411,2.0,28.5,3.4,-0.61,-0.09,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
412,1.0,31.5,3.2,-1.49,-1.29,1.0,4.0,-62.0,0,0,0,1,0,0,0,0,0
413,1.0,40.0,3.3,0.36,0.93,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
414,1.0,35.5,3.6,-1.52,-0.69,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
415,4.0,38.0,3.0,-0.69,-0.61,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
416,1.0,37.0,3.3,0.63,0.19,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
417,1.0,33.5,3.4,-0.43,-0.74,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
418,3.0,28.0,3.1,-0.85,-1.11,1.0,3.0,-62.0,0,0,0,1,0,0,0,0,0
419,3.0,36.0,3.6,1.21,1.24,1.0,3.0,-56.0,1,0,0,0,0,0,0,1,0
420,3.0,41.0,2.7,-1.32,-1.64,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
421,6.0,31.0,2.7,0.14,0.09,1.0,5.0,-63.0,1,0,1,0,0,0,0,0,0
422,2.0,28.0,3.1,0.9,-0.32,2.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
423,1.0,43.0,3.6,0.92,0.79,1.0,2.0,-55.0,0,0,0,0,0,0,0,1,0
424,1.0,41.0,3.5,-0.86,-0.79,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
425,1.0,24.0,3.3,0.18,-0.93,1.0,1.0,-51.0,0,0,0,1,0,0,0,0,0
426,4.0,22.0,3.0,-2.01,-3.21,1.0,3.0,-58.0,0,0,0,1,0,0,0,0,0
427,1.0,29.0,2.8,-1.75,-2.04,1.0,3.0,-67.0,0,0,0,0,0,0,1,0,0
428,1.0,44.0,3.4,1.45,1.5,1.0,2.0,-49.0,1,0,0,0,0,0,0,1,0
429,6.0,27.0,2.9,-0.58,-1.11,1.0,2.0,-58.0,0,0,0,1,0,0,0,0,0
430,3.0,36.0,2.9,-0.92,-1.52,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
431,3.0,25.0,3.6,-1.94,-1.62,1.0,3.0,-57.0,1,0,0,1,0,0,0,0,0
432,4.0,42.0,3.7,0.67,0.32,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
433,1.0,33.0,3.3,-0.65,-0.99,1.0,3.0,-59.0,1,0,1,0,0,0,0,0,0
434,3.0,34.0,3.0,-0.6,-1.1,1.0,2.0,-58.0,0,0,0,0,0,0,0,1,0
435,5.0,40.0,3.7,-1.66,-2.11,1.0,5.0,-62.0,1,0,1,0,0,0,0,0,0
436,1.0,36.0,2.8,0.14,-0.02,1.0,4.0,-55.0,0,0,0,0,0,0,0,1,0
437,3.0,40.0,2.5,1.38,1.22,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
438,2.0,34.0,2.5,-0.4,-1.09,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
439,1.0,40.0,3.2,-2.25,-1.83,1.0,3.0,-45.0,1,0,0,0,0,0,0,1,0
440,4.0,34.0,3.2,0.82,0.38,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
441,3.0,37.0,2.5,-0.1,-0.42,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
442,1.0,37.0,4.0,0.21,0.36,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
443,4.0,41.0,3.1,0.08,-0.45,1.0,4.0,-61.0,1,0,1,0,0,0,0,0,0
444,3.0,37.0,3.0,-0.61,0.03,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
445,1.0,37.0,2.9,-1.45,-1.55,1.0,3.0,-61.0,0,0,1,0,0,0,0,0,0
446,1.0,28.3,2.4,-2.18,-1.93,1.0,1.0,-65.0,0,0,0,1,0,0,0,0,0
447,4.0,41.0,3.7,1.14,1.3,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
448,4.0,34.5,2.5,1.3,0.68,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
449,3.0,37.0,3.0,0.62,0.19,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
450,1.0,39.0,3.1,1.84,2.12,1.0,5.0,-56.0,0,0,0,0,0,0,0,1,0
451,3.0,34.0,3.8,0.14,1.41,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
452,3.0,21.0,3.4,-0.27,-2.12,1.0,3.0,-60.0,0,0,0,0,0,1,0,0,0
453,4.0,45.0,3.3,-0.18,-0.16,1.0,3.0,-49.0,1,0,0,0,0,0,0,1,0
454,4.0,32.0,2.4,-1.17,-1.16,1.0,3.0,-64.0,0,0,0,1,0,0,0,0,0
455,4.0,44.0,3.2,-0.49,-0.7,1.0,5.0,-53.0,0,0,0,0,0,0,0,1,0
456,3.0,38.0,2.6,-0.33,-0.51,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
457,4.0,36.0,3.0,-0.57,-0.76,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
458,6.0,27.7,2.6,-0.15,-0.19,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
459,4.0,19.0,2.4,-1.26,-1.91,2.0,3.0,-64.0,0,0,0,1,0,0,0,0,0
460,4.0,32.0,3.1,0.78,0.15,2.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
461,3.0,39.0,3.5,2.34,2.5,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
462,4.0,40.0,3.7,-0.04,0.06,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
463,1.0,40.0,2.9,0.21,0.28,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
464,1.0,43.0,3.8,1.76,1.63,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
465,3.0,35.0,3.0,-0.95,-1.09,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
466,3.0,30.0,2.7,0.9,0.28,2.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
467,3.0,34.0,3.3,-0.47,-0.97,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
468,3.0,38.0,3.4,0.81,0.58,1.0,4.0,-54.0,1,0,0,0,0,0,0,1,0
469,3.0,25.0,3.2,-1.6,-2.03,1.0,3.0,-66.0,1,0,0,1,0,0,0,0,0
470,4.0,45.0,3.7,-1.47,-2.52,1.0,2.0,-62.0,1,0,0,0,0,0,0,1,0
471,3.0,31.0,3.3,-1.02,-1.25,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
472,6.0,22.0,2.8,0.64,-0.55,1.0,3.0,-44.0,0,0,0,1,0,0,0,0,0
473,3.0,31.5,2.4,-2.02,-2.53,1.0,4.0,-40.0,1,0,0,0,0,0,0,1,0
474,4.0,41.0,3.5,-0.92,-0.22,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
475,1.0,40.0,3.8,2.44,2.43,1.0,4.0,-44.0,1,0,0,0,0,0,0,1,0
476,2.0,40.0,2.9,-0.64,-1.43,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
477,6.0,19.0,2.5,0.05,-0.76,1.0,2.0,-60.0,1,0,0,1,0,0,0,0,0
478,5.0,36.0,2.5,0.12,-0.13,1.0,4.0,-59.0,0,0,0,0,1,0,0,0,0
479,2.0,36.0,2.8,0.24,0.52,1.0,5.0,-53.0,0,0,0,0,0,0,0,1,0
480,1.0,42.0,3.0,-2.14,-2.26,1.0,4.0,-64.0,0,0,0,1,0,0,0,0,0
481,3.0,32.0,3.8,1.26,1.24,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
482,1.0,44.0,3.1,1.97,2.23,1.0,3.0,-51.0,0,0,0,0,0,0,0,1,0
483,3.0,32.0,3.5,-0.91,-1.1,1.0,2.0,-51.0,1,0,0,0,0,0,0,1,0
484,2.0,24.0,2.7,0.73,0.0,2.0,3.0,-48.0,1,0,0,1,0,0,0,0,0
485,3.0,28.0,3.2,-2.0,-2.36,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
486,4.0,44.0,3.7,0.34,0.09,1.0,4.0,-63.0,1,0,1,0,0,0,0,0,0
487,3.0,30.0,3.0,-0.33,-0.29,1.0,5.0,-61.0,1,0,0,0,0,0,0,1,0
488,5.0,45.0,3.6,-0.78,-0.51,1.0,5.0,-61.0,1,0,0,0,0,0,0,1,0
489,3.0,37.0,3.8,1.85,1.97,1.0,2.0,-55.0,0,0,0,0,0,0,0,1,0
490,6.0,17.0,3.0,-0.68,-0.82,1.0,2.0,-61.0,0,0,0,1,0,0,0,0,0
491,4.0,47.0,3.2,1.11,1.03,1.0,1.0,-55.0,0,0,0,0,0,0,0,1,0
492,3.0,35.0,3.0,-0.39,-1.03,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
493,4.0,43.0,3.5,-0.49,0.06,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
494,1.0,36.0,3.4,-0.25,-0.15,1.0,3.0,-59.0,0,0,1,0,0,0,0,0,0
495,6.0,24.0,2.4,-0.36,-1.17,1.0,2.0,-56.0,0,0,0,1,0,0,0,0,0
496,4.0,33.0,2.4,1.59,0.65,2.0,4.0,-21.0,0,0,0,0,0,0,0,1,0
497,1.0,24.7,3.0,0.12,-1.34,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
498,3.0,33.5,3.2,0.87,0.01,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
499,6.0,28.0,3.0,1.09,-0.24,1.0,4.0,-61.0,1,0,0,1,0,0,0,0,0
500,3.0,29.0,3.5,-1.35,-2.2,1.0,3.0,-59.0,1,0,1,0,0,0,0,0,0
501,4.0,41.0,2.8,-1.51,-1.65,1.0,5.0,-65.0,0,0,0,0,0,0,1,0,0
502,6.0,39.5,2.6,1.52,1.82,2.0,3.0,-45.0,0,0,0,0,0,0,0,1,0
503,3.0,43.0,3.3,1.35,1.58,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
504,2.0,35.0,3.1,-1.04,-0.66,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
505,3.0,35.3,3.3,0.22,-0.14,1.0,3.0,-58.0,0,0,0,0,0,0,0,0,1
506,1.0,32.0,2.6,-0.04,-0.43,1.0,3.0,-58.0,0,0,0,0,1,0,0,0,0
507,1.0,31.0,3.4,0.49,0.53,1.0,3.0,-67.0,1,0,0,0,0,0,0,1,0
508,6.0,31.0,1.8,0.95,0.09,1.0,2.0,-53.0,0,0,0,1,0,0,0,0,0
509,2.0,37.0,4.0,0.94,1.36,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
510,3.0,36.0,2.6,-0.52,-1.35,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
