,Unnamed: 0,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,two_year_recid,c_charge_degree_F,c_charge_degree_M,risk_recid,prediction
1466,1726,1,25,1,0,0,1,7,1,0,1,1,1
1467,1727,1,31,0,0,0,0,1,1,1,0,1,0
1468,1728,1,37,1,0,0,0,8,0,1,0,0,1
1469,1729,1,51,1,0,0,0,0,1,1,0,0,0
1470,1731,1,28,1,0,1,0,8,0,1,0,1,1
1471,1732,1,56,0,0,0,0,4,0,1,0,0,0
1472,1733,1,45,1,0,0,0,15,1,1,0,1,1
1473,1734,1,26,0,0,0,0,7,1,1,0,1,1
1474,1735,1,33,0,0,0,0,7,1,1,0,1,1
1475,1736,1,23,0,0,0,3,0,0,0,1,0,0
1476,1737,1,31,1,0,0,0,0,0,0,1,0,0
1477,1738,1,31,0,0,0,0,0,0,0,1,0,0
1478,1739,1,19,0,1,0,0,1,0,1,0,1,1
1479,1740,1,32,0,0,0,0,0,0,1,0,0,0
1480,1741,1,30,0,0,0,0,1,1,0,1,0,0
1481,1743,1,66,0,0,0,0,1,0,1,0,0,0
1482,1744,0,40,1,0,0,0,0,0,1,0,0,0
1483,1745,1,59,1,0,0,0,4,0,0,1,0,0
1484,1747,1,27,1,0,0,0,3,0,0,1,1,1
1485,1748,1,22,1,0,0,0,0,0,1,0,0,0
1486,1749,1,58,0,0,0,0,1,0,1,0,0,0
1487,1751,1,29,0,0,0,0,2,0,1,0,0,0
1488,1754,1,27,1,0,0,0,0,1,1,0,1,0
1489,1756,1,24,0,0,0,0,0,0,1,0,1,0
1490,1757,0,35,0,0,1,0,3,0,1,0,0,0
1491,1759,1,29,1,0,2,1,7,1,1,0,1,1
1492,1760,1,30,1,1,0,0,5,1,1,0,1,1
1493,1761,1,23,1,0,1,1,1,0,1,0,0,1
1494,1762,1,32,0,0,0,0,2,1,1,0,0,0
1495,1763,1,22,0,0,0,0,2,0,1,0,1,1
1496,1764,1,21,1,0,0,0,0,0,0,1,0,0
1497,1765,0,43,0,0,0,0,0,0,0,1,0,0
1498,1766,1,29,1,0,0,0,0,0,1,0,1,0
1499,1767,1,43,1,0,0,0,1,0,1,0,0,0
1500,1768,1,25,1,0,0,0,1,0,1,0,0,0
1501,1769,1,47,0,0,0,0,0,0,0,1,0,0
1502,1770,0,21,1,0,0,0,0,0,1,0,1,1
1503,1772,1,54,0,0,0,0,0,0,0,1,0,0
1504,1773,1,34,1,0,0,1,3,1,1,0,0,0
1505,1774,0,28,1,0,0,0,2,0,0,1,0,0
1506,1775,0,53,0,0,0,0,4,1,1,0,0,0
1507,1776,1,54,1,0,0,0,0,0,0,1,0,0
1508,1777,1,37,0,0,0,0,3,1,1,0,0,0
1509,1778,1,34,1,0,0,0,2,0,1,0,0,0
1510,1780,0,60,0,0,0,0,0,1,1,0,0,0
1511,1781,1,22,1,0,0,0,0,0,1,0,0,0
1512,1782,1,51,1,0,0,0,3,0,1,0,1,0
1513,1783,1,29,1,0,0,0,0,1,1,0,0,0
1514,1786,1,28,1,0,0,1,5,0,0,1,1,1
1515,1787,1,33,0,0,0,0,0,1,1,0,0,0
1516,1788,1,43,0,0,0,0,4,0,0,1,0,0
1517,1789,1,45,0,0,0,0,1,0,0,1,1,0
1518,1790,1,32,0,0,0,0,5,1,1,0,1,1
1519,1791,0,35,1,0,0,0,0,1,1,0,0,0
1520,1792,1,23,1,0,0,0,1,1,1,0,0,1
1521,1793,1,41,0,0,0,0,1,0,0,1,0,0
1522,1794,1,25,0,20,0,0,24,1,1,0,1,1
1523,1795,1,35,0,0,1,0,12,0,1,0,1,1
1524,1796,1,25,1,0,0,0,4,1,1,0,1,1
1525,1797,1,69,0,0,0,0,6,1,1,0,0,0
1526,1798,1,24,0,0,0,0,0,0,0,1,0,0
1527,1800,1,28,0,0,0,0,0,0,1,0,0,0
1528,1801,1,47,1,0,0,0,23,1,1,0,1,1
1529,1803,1,29,1,0,1,0,13,1,1,0,1,1
1530,1805,1,26,1,0,0,0,9,1,1,0,1,1
1531,1806,1,31,0,0,0,0,0,0,0,1,0,0
1532,1809,1,28,0,0,0,0,0,0,1,0,1,0
1533,1810,1,48,0,0,0,0,1,1,0,1,0,0
1534,1812,1,44,0,0,0,0,0,0,0,1,0,0
1535,1813,1,42,1,0,0,0,7,0,0,1,1,1
1536,1814,1,39,1,0,0,0,5,0,1,0,1,0
1537,1815,0,46,0,0,0,0,2,0,1,0,0,0
1538,1816,1,55,0,0,0,0,0,0,0,1,1,0
1539,1817,1,27,1,0,0,0,5,1,1,0,1,1
1540,1818,0,31,0,0,0,0,0,0,0,1,1,0
1541,1819,1,25,1,0,0,0,0,0,1,0,0,0
1542,1820,1,32,0,0,0,2,6,0,0,1,1,0
1543,1821,1,36,1,0,0,0,2,0,1,0,1,0
1544,1822,1,21,1,0,0,0,3,1,1,0,1,1
1545,1823,1,39,0,0,0,0,2,0,0,1,0,0
1546,1824,0,26,1,0,0,0,0,0,0,1,0,0
1547,1825,1,28,1,0,0,0,8,1,1,0,1,1
1548,1826,1,67,0,0,0,0,2,1,0,1,0,0
1549,1827,0,22,0,0,0,0,0,0,1,0,0,1
1550,1828,1,37,0,0,0,0,3,0,0,1,0,0
1551,1829,1,23,1,0,0,0,2,1,0,1,1,1
1552,1830,0,49,1,0,0,0,14,1,0,1,1,1
1553,1831,1,32,0,0,0,0,9,1,0,1,1,1
1554,1832,1,41,0,0,0,0,9,0,0,1,1,0
1555,1833,1,25,1,0,0,0,1,0,0,1,0,0
1556,1835,1,58,0,0,0,0,0,0,0,1,0,0
1557,1836,1,44,1,2,0,0,19,1,0,1,1,1
1558,1837,1,28,1,0,0,0,1,0,1,0,0,0
1559,1838,0,39,1,0,0,0,0,1,1,0,1,0
1560,1839,1,54,0,0,0,0,0,0,1,0,0,0
1561,1841,1,43,0,0,0,0,0,0,0,1,0,0
1562,1842,1,31,1,0,0,0,5,0,0,1,1,1
1563,1843,1,30,1,4,1,0,11,0,1,0,1,1
1564,1844,1,27,0,0,1,3,4,1,0,1,0,1
1565,1845,1,28,1,0,0,0,0,1,0,1,0,0
1566,1846,1,24,1,0,0,0,0,0,0,1,1,0
1567,1847,1,43,0,0,0,0,0,0,0,1,0,0
1568,1848,1,44,1,0,0,0,10,1,0,1,0,1
1569,1850,1,24,0,0,0,0,11,1,1,0,1,1
1570,1852,1,23,1,0,0,0,0,0,1,0,0,0
1571,1854,1,36,0,0,0,0,5,1,0,1,0,0
1572,1855,1,27,0,0,0,0,1,0,1,0,1,0
1573,1856,1,24,1,0,0,0,0,1,1,0,1,0
1574,1857,1,66,0,0,0,0,0,0,0,1,0,0
1575,1858,0,36,0,0,0,1,3,0,1,0,0,0
1576,1859,1,53,0,0,0,0,9,1,1,0,1,0
1577,1860,1,23,0,0,0,0,1,1,1,0,0,1
1578,1861,0,22,1,0,0,0,0,1,0,1,1,0
1579,1862,1,25,0,0,0,1,1,0,1,0,0,0
1580,1863,1,56,1,0,0,0,4,0,1,0,0,0
1581,1866,1,51,0,0,0,0,1,1,1,0,0,0
1582,1867,0,58,1,0,0,0,3,0,0,1,0,0
1583,1868,1,24,0,0,1,2,3,0,0,1,1,1
1584,1869,1,22,1,0,0,0,0,1,1,0,0,1
1585,1870,1,39,0,0,0,0,0,0,0,1,0,0
1586,1871,1,20,0,0,0,0,3,1,1,0,1,1
1587,1872,1,46,0,0,0,0,10,1,1,0,1,1
1588,1873,1,38,0,0,0,0,1,1,1,0,0,0
1589,1874,1,23,0,0,0,0,0,1,0,1,1,0
1590,1875,1,39,0,0,0,0,6,0,1,0,1,0
1591,1876,1,25,1,0,0,0,0,0,1,0,1,0
1592,1877,1,31,1,0,0,0,19,1,1,0,1,1
1593,1878,0,25,1,0,0,0,1,1,0,1,0,0
1594,1879,1,26,1,0,0,0,6,0,1,0,1,1
1595,1880,1,25,1,0,0,1,2,0,1,0,1,1
1596,1881,1,37,0,0,0,0,11,1,1,0,1,1
1597,1882,1,36,1,0,0,0,0,0,1,0,0,0
1598,1883,1,26,1,0,0,0,1,1,1,0,1,0
1599,1884,1,21,0,0,2,0,3,1,1,0,0,1
1600,1885,1,35,1,0,0,0,7,1,1,0,0,1
1601,1886,1,22,1,0,0,0,2,1,1,0,0,1
1602,1887,1,25,0,0,0,0,0,0,1,0,0,0
1603,1889,1,36,0,0,0,0,0,0,0,1,0,0
1604,1890,1,24,1,0,0,0,2,1,0,1,1,0
1605,1891,1,21,1,0,0,1,0,1,1,0,1,1
1606,1892,1,32,0,2,0,1,15,1,1,0,1,1
1607,1893,1,33,1,0,0,0,2,1,0,1,0,0
1608,1894,1,33,1,0,0,0,10,1,1,0,1,1
1609,1896,1,29,0,0,0,0,0,0,0,1,0,0
1610,1897,1,50,0,0,0,0,8,0,1,0,0,0
1611,1899,1,33,1,0,0,0,14,1,1,0,1,1
1612,1900,1,37,1,0,1,0,13,1,1,0,1,1
1613,1901,1,27,1,0,0,0,9,1,1,0,1,1
1614,1902,1,27,1,0,0,0,0,0,0,1,0,0
1615,1904,1,21,0,0,0,0,1,1,0,1,1,1
1616,1905,1,58,1,0,0,0,1,0,1,0,0,0
1617,1906,1,27,1,0,0,0,4,0,1,0,1,1
1618,1908,1,28,0,0,0,0,1,1,1,0,1,0
1619,1909,0,31,0,0,0,0,0,0,0,1,0,0
1620,1911,1,24,1,0,0,0,3,0,0,1,1,1
1621,1912,1,26,1,0,0,0,6,1,1,0,1,1
1622,1913,1,43,0,0,0,0,0,0,0,1,0,0
1623,1915,1,22,1,0,0,0,3,1,1,0,1,1
1624,1916,1,23,1,0,0,0,0,0,1,0,1,0
1625,1917,1,42,0,0,0,0,0,0,0,1,0,0
1626,1919,1,30,1,0,3,0,18,0,0,1,1,1
1627,1920,1,29,1,0,0,0,1,0,1,0,1,0
1628,1921,1,38,0,0,0,0,2,1,1,0,0,0
1629,1922,1,26,0,0,0,1,3,0,0,1,0,0
1630,1924,1,51,1,0,0,0,5,0,0,1,1,0
1631,1925,1,36,0,0,0,0,0,0,0,1,0,0
1632,1926,1,62,0,0,0,0,0,0,0,1,0,0
1633,1927,1,23,1,0,0,0,0,1,1,0,0,0
1634,1928,1,34,1,0,0,0,7,1,1,0,1,1
1635,1929,1,35,1,0,0,0,1,0,0,1,0,0
1636,1930,1,22,0,0,0,0,0,0,1,0,0,0
1637,1931,1,29,1,0,0,0,10,1,0,1,1,1
1638,1932,1,40,1,0,0,0,0,0,1,0,0,0
1639,1933,1,36,1,0,0,0,2,0,1,0,0,0
1640,1934,1,26,1,0,0,0,8,1,1,0,1,1
1641,1935,1,25,1,0,0,0,1,1,1,0,0,1
1642,1936,1,69,0,0,0,0,0,0,0,1,0,0
1643,1937,1,27,1,0,1,0,1,0,1,0,0,0
1644,1938,1,20,0,0,0,0,0,1,1,0,1,1
1645,1939,1,27,1,0,0,0,1,0,1,0,0,0
1646,1940,0,24,1,0,0,0,6,0,0,1,1,1
1647,1941,1,42,0,0,0,0,0,0,1,0,0,0
1648,1942,1,25,0,0,0,0,1,0,1,0,0,0
1649,1944,1,25,1,0,0,0,0,0,1,0,0,0
1650,1945,1,22,1,0,0,0,0,0,1,0,0,0
1651,1946,1,21,0,0,0,0,0,0,1,0,0,0
1652,1947,1,30,1,0,0,0,1,0,0,1,0,0
1653,1948,1,46,0,0,0,0,9,0,0,1,1,0
1654,1949,1,26,1,0,0,0,2,0,0,1,1,0
1655,1950,1,33,1,0,0,0,0,1,1,0,1,0
1656,1951,1,40,1,0,0,0,1,0,0,1,0,0
1657,1952,1,34,0,0,0,0,0,0,1,0,0,0
1658,1953,1,22,0,0,0,0,1,1,1,0,0,1
1659,1954,1,28,0,0,0,0,3,0,0,1,1,0
1660,1955,1,31,1,0,0,0,4,1,0,1,0,0
1661,1956,1,59,0,0,0,0,3,1,0,1,0,0
1662,1957,1,37,0,0,0,0,0,0,1,0,0,0
1663,1958,1,50,1,0,0,0,0,0,1,0,0,0
1664,1960,1,57,1,0,0,0,8,1,1,0,1,1
1665,1961,1,31,1,0,0,0,5,0,0,1,1,1
1666,1963,1,44,1,0,0,0,9,0,1,0,1,0
1667,1964,1,48,1,0,0,0,5,1,1,0,1,0
1668,1965,0,25,0,0,0,0,0,0,1,0,0,0
1669,1966,1,51,1,0,0,0,5,0,0,1,0,0
1670,1967,1,50,0,0,0,0,0,1,1,0,0,0
1671,1968,1,57,0,0,0,0,2,0,1,0,0,0
1672,1969,1,55,0,0,0,0,0,0,0,1,0,0
1673,1970,1,59,1,0,0,0,4,1,1,0,0,0
1674,1971,0,42,1,0,0,0,0,0,1,0,0,0
1675,1972,1,20,0,2,0,0,2,1,1,0,1,1
1676,1974,1,21,0,0,0,0,0,0,1,0,0,0
1677,1975,1,32,1,0,0,0,21,1,1,0,1,1
1678,1976,0,24,0,0,0,0,0,0,0,1,0,0
1679,1977,1,42,1,0,0,0,1,0,1,0,0,0
1680,1978,1,29,1,0,0,0,8,1,1,0,1,1
1681,1979,1,21,1,0,0,0,1,0,1,0,1,1
1682,1982,1,58,0,0,0,0,0,0,0,1,0,0
1683,1983,1,22,1,0,0,1,1,1,1,0,1,1
1684,1984,1,46,0,0,0,0,1,1,0,1,0,0
1685,1985,1,50,0,0,0,0,0,1,0,1,0,0
1686,1986,1,46,1,0,0,0,2,0,1,0,1,0
1687,1987,0,44,1,0,1,0,11,1,1,0,1,1
1688,1988,1,35,1,0,0,0,4,0,0,1,1,0
1689,1989,1,30,1,0,1,0,14,1,1,0,1,1
1690,1990,1,42,1,0,0,0,2,0,1,0,1,0
1691,1991,1,46,1,0,0,0,5,1,1,0,0,0
1692,1992,1,42,1,0,0,0,0,1,1,0,1,0
1693,1994,1,29,0,0,0,0,7,1,1,0,1,1
1694,1995,1,32,1,0,0,1,8,0,1,0,0,1
1695,1996,1,31,0,0,0,0,5,0,1,0,1,1
1696,1997,0,33,1,0,0,0,1,0,0,1,0,0
1697,1998,1,25,0,0,0,0,4,0,1,0,0,1
1698,1999,0,33,1,0,0,0,0,0,0,1,0,0
1699,2000,1,21,0,0,0,0,1,0,1,0,1,1
1700,2002,1,35,0,0,0,0,1,1,1,0,0,0
1701,2003,1,56,1,0,0,0,1,0,1,0,0,0
1702,2004,1,38,0,0,0,0,0,1,0,1,0,0
1703,2005,0,40,1,0,0,0,4,0,0,1,0,0
1704,2007,1,28,1,0,0,1,4,0,1,0,0,1
1705,2008,1,51,1,0,0,0,0,0,0,1,0,0
1706,2009,1,35,1,0,0,0,2,0,0,1,0,0
1707,2010,1,61,1,0,0,0,5,0,1,0,0,0
1708,2011,1,25,1,0,0,0,0,0,1,0,0,0
1709,2012,1,25,1,0,0,0,4,1,1,0,1,1
1710,2013,1,26,1,0,0,0,0,0,0,1,1,0
1711,2014,1,42,0,0,0,0,1,0,0,1,0,0
1712,2015,0,25,1,0,0,0,1,0,1,0,0,1
1713,2016,1,26,1,0,1,0,13,1,0,1,1,1
1714,2017,1,31,1,0,0,0,9,0,1,0,1,1
1715,2018,1,35,0,0,0,1,1,0,1,0,0,0
1716,2020,1,34,0,0,0,0,0,0,1,0,0,0
1717,2022,0,33,0,0,0,0,1,0,0,1,0,0
1718,2023,1,30,1,0,0,1,3,0,1,0,0,1
1719,2024,0,50,1,0,0,0,7,0,0,1,0,0
1720,2025,1,21,1,0,0,0,0,0,1,0,1,1
1721,2026,1,31,0,0,0,0,16,1,1,0,1,1
1722,2027,1,31,1,0,0,0,2,1,1,0,1,0
1723,2028,0,23,1,0,0,0,0,0,0,1,0,0
1724,2029,1,25,1,0,0,0,1,0,1,0,1,0
1725,2030,0,24,0,0,0,0,1,0,1,0,1,1
1726,2031,1,31,1,0,0,0,13,1,0,1,1,1
1727,2032,1,60,1,0,0,0,0,0,1,0,0,0
1728,2033,1,30,1,0,0,0,2,0,1,0,0,0
1729,2034,0,32,0,0,0,0,0,0,0,1,0,0
1730,2035,1,46,0,0,0,0,0,0,0,1,0,0
1731,2036,1,21,0,0,0,1,0,1,0,1,0,1
1732,2038,1,35,1,0,0,0,0,0,1,0,1,0
1733,2039,1,34,0,0,0,0,2,1,1,0,0,0
1734,2040,1,41,0,0,0,0,2,1,1,0,1,0
1735,2042,1,23,1,0,0,0,1,1,1,0,1,1
1736,2043,1,23,1,0,0,0,3,1,1,0,1,1
1737,2044,1,28,1,0,0,0,2,0,0,1,0,0
1738,2045,1,21,0,0,0,0,0,1,1,0,0,1
1739,2046,1,46,0,0,0,1,2,0,0,1,0,0
1740,2047,1,56,1,0,0,0,1,0,1,0,0,0
1741,2049,1,40,0,0,0,0,8,1,1,0,1,1
1742,2050,1,30,0,0,0,0,5,1,1,0,0,1
1743,2051,1,24,1,0,0,0,1,1,0,1,0,0
1744,2053,0,33,0,0,0,0,0,0,0,1,0,0
1745,2054,1,48,0,0,0,0,2,0,0,1,1,0
1746,2055,1,33,1,0,0,0,11,1,1,0,1,1
1747,2056,1,25,0,0,0,0,0,0,1,0,1,0
1748,2059,1,30,1,0,1,1,7,1,1,0,1,1
1749,2060,1,37,0,0,0,0,0,1,1,0,0,0
1750,2061,0,43,0,0,0,0,7,0,1,0,1,0
1751,2062,1,32,0,0,0,0,0,0,1,0,0,0
1752,2063,1,33,0,0,0,0,3,0,1,0,1,0
1753,2065,1,49,0,0,0,0,4,0,1,0,0,0
1754,2066,1,24,0,0,0,0,0,0,1,0,0,0
1755,2067,1,26,1,0,0,0,1,0,1,0,1,0
1756,2068,1,42,0,0,0,0,0,0,1,0,0,0
1757,2069,1,22,1,0,0,0,1,1,1,0,1,1
1758,2070,1,36,0,0,0,0,0,0,1,0,0,0
1759,2071,1,29,0,0,0,1,7,1,0,1,1,1
1760,2072,1,39,0,0,0,0,0,0,0,1,0,0
1761,2073,1,27,1,0,2,1,13,1,1,0,1,1
1762,2074,1,38,0,0,0,0,2,1,1,0,1,0
1763,2075,1,20,0,0,0,0,0,1,1,0,0,1
1764,2076,1,25,1,2,0,0,4,1,1,0,1,1
1765,2077,1,53,0,0,0,0,0,0,0,1,0,0
1766,2078,0,27,1,0,0,0,0,1,0,1,1,0
1767,2079,1,21,0,0,0,0,0,1,1,0,1,1
1768,2080,1,50,0,0,0,0,1,1,0,1,0,0
1769,2081,1,41,1,0,0,0,4,0,1,0,1,0
1770,2083,1,22,0,0,0,2,5,1,1,0,1,1
1771,2084,1,22,0,0,0,2,0,1,1,0,1,1
1772,2085,1,25,1,0,0,0,2,0,1,0,1,1
1773,2086,1,42,1,0,0,0,1,1,1,0,0,0
1774,2088,1,51,0,0,0,0,2,0,1,0,0,0
1775,2090,1,24,1,0,0,1,0,0,1,0,0,0
1776,2091,1,37,1,0,0,0,4,0,1,0,0,0
1777,2092,1,37,0,0,0,0,0,0,0,1,0,0
1778,2093,0,27,0,0,0,0,0,0,0,1,0,0
1779,2094,1,21,0,0,0,0,0,0,1,0,1,0
1780,2095,1,35,1,0,0,0,1,1,1,0,0,0
1781,2096,0,24,0,0,0,0,0,0,1,0,1,0
1782,2098,1,49,0,0,0,0,2,0,0,1,0,0
1783,2099,1,38,1,0,0,0,9,0,1,0,1,1
1784,2100,1,61,0,0,0,0,0,0,0,1,0,0
1785,2101,0,30,1,0,0,0,0,0,0,1,0,0
1786,2102,1,22,1,0,0,0,3,0,1,0,1,1
1787,2103,1,25,1,0,0,0,0,1,1,0,1,0
1788,2104,0,30,0,0,0,0,3,1,0,1,0,0
1789,2105,1,52,0,0,0,0,0,0,0,1,0,0
1790,2106,1,26,0,0,0,0,0,0,1,0,0,0
1791,2107,1,26,0,0,0,0,0,0,0,1,0,0
1792,2109,1,45,0,0,0,0,9,1,1,0,1,1
1793,2110,1,20,1,0,0,0,0,1,1,0,1,1
1794,2111,1,29,1,0,0,0,4,0,1,0,1,1
1795,2112,1,43,0,0,0,0,1,1,1,0,1,0
1796,2113,1,26,0,0,0,0,2,0,1,0,1,0
1797,2114,0,46,1,0,0,0,4,0,1,0,0,0
1798,2115,0,46,1,0,0,0,0,0,1,0,0,0
1799,2117,1,29,1,0,0,0,12,1,1,0,1,1
1800,2118,1,41,0,0,0,0,0,0,0,1,0,0
1801,2120,0,25,1,0,0,0,5,0,1,0,1,1
1802,2121,1,23,1,1,0,0,2,0,1,0,1,1
1803,2123,1,30,0,0,0,0,0,0,0,1,0,0
1804,2124,1,34,0,0,0,0,1,0,1,0,1,0
1805,2125,1,70,0,0,0,0,11,1,1,0,0,0
1806,2126,1,52,0,0,0,0,2,0,1,0,0,0
1807,2127,1,51,1,0,0,0,4,0,0,1,0,0
1808,2128,0,45,0,0,0,0,15,1,1,0,1,1
1809,2129,1,55,1,0,0,0,21,1,1,0,1,1
1810,2130,0,49,0,0,0,0,1,0,1,0,0,0
1811,2132,0,47,0,0,0,0,0,0,1,0,0,0
1812,2133,1,27,1,0,0,0,0,0,0,1,0,0
1813,2134,1,25,0,0,2,0,5,1,0,1,1,1
1814,2135,1,21,1,0,1,0,1,1,1,0,1,1
1815,2136,1,37,1,0,0,1,26,1,1,0,1,1
1816,2137,1,21,1,0,0,0,1,1,1,0,1,1
1817,2138,1,21,1,0,0,0,0,0,1,0,1,1
1818,2139,1,25,1,0,0,0,4,1,1,0,1,1
1819,2140,0,27,1,0,0,0,3,1,1,0,1,1
1820,2141,1,30,0,0,0,0,3,1,1,0,0,1
1821,2142,1,70,0,0,0,0,0,0,0,1,0,0
1822,2143,1,37,0,0,0,0,11,1,1,0,1,1
1823,2144,1,46,1,0,0,0,5,1,1,0,1,0
1824,2145,1,40,0,0,0,0,4,1,0,1,0,0
1825,2147,1,43,1,0,0,0,18,1,1,0,0,1
1826,2148,1,38,1,0,0,0,15,0,1,0,1,1
1827,2149,1,29,1,0,0,0,0,0,1,0,0,0
1828,2150,1,37,1,0,0,0,8,1,0,1,0,1
1829,2151,1,38,0,0,0,0,3,0,1,0,0,0
1830,2152,0,27,0,0,0,0,0,0,1,0,0,0
1831,2153,0,20,0,0,0,0,0,1,0,1,1,1
1832,2154,1,44,0,0,0,0,0,0,0,1,0,0
1833,2155,1,31,0,0,0,0,6,0,0,1,1,0
1834,2156,1,29,1,0,0,0,3,1,1,0,0,1
1835,2158,0,30,1,0,0,0,0,0,0,1,0,0
1836,2159,0,25,0,0,0,0,2,1,1,0,1,1
1837,2160,1,40,1,0,0,0,3,0,1,0,0,0
1838,2162,1,33,0,0,0,0,1,0,0,1,0,0
1839,2163,1,26,0,0,0,0,5,1,1,0,1,1
1840,2164,1,31,0,0,1,0,1,0,0,1,0,0
1841,2165,1,61,0,0,0,0,1,0,0,1,0,0
1842,2166,1,30,0,0,0,0,2,0,1,0,0,0
1843,2167,1,62,0,0,0,0,0,0,0,1,0,0
1844,2168,0,27,0,0,0,0,4,1,0,1,1,1
1845,2169,1,48,0,0,0,0,9,0,1,0,1,0
1846,2170,0,40,0,0,0,0,0,0,1,0,0,0
1847,2171,1,24,0,0,0,0,0,0,1,0,0,0
1848,2172,1,22,1,0,0,0,0,1,1,0,0,1
1849,2173,1,30,1,0,0,0,4,1,0,1,1,1
1850,2174,1,63,0,0,0,0,0,0,0,1,0,0
1851,2176,1,33,1,0,0,0,4,0,1,0,1,0
1852,2178,1,43,0,0,0,0,0,1,0,1,0,0
1853,2179,1,26,1,0,0,0,3,1,1,0,1,1
1854,2180,1,51,1,0,0,0,1,0,1,0,0,0
1855,2181,1,39,0,0,0,0,3,1,1,0,0,0
1856,2182,0,30,0,0,0,0,0,1,0,1,0,0
1857,2183,1,32,1,0,0,0,14,1,1,0,1,1
1858,2184,1,22,1,0,0,0,0,0,0,1,1,0
1859,2185,1,59,0,0,0,0,0,0,1,0,0,0
1860,2186,1,38,1,0,5,0,37,1,0,1,1,1
1861,2187,1,23,1,0,0,0,2,0,1,0,1,1
1862,2188,1,42,1,0,0,0,0,1,0,1,0,0
1863,2190,1,38,1,0,0,0,2,1,1,0,1,0
1864,2191,0,34,0,0,0,0,2,0,1,0,0,0
1865,2192,0,36,1,0,0,0,7,1,1,0,0,1
1866,2194,1,36,1,0,0,0,0,1,0,1,0,0
1867,2195,1,31,1,0,0,0,1,0,1,0,0,0
1868,2196,0,28,1,0,0,0,3,1,1,0,0,1
1869,2197,1,28,1,0,0,0,1,1,1,0,0,0
1870,2199,1,43,1,0,0,0,0,0,1,0,0,0
1871,2200,1,40,1,0,0,0,1,0,1,0,0,0
1872,2201,1,31,1,0,2,0,15,1,1,0,1,1
1873,2202,1,54,1,0,0,0,6,1,1,0,1,0
1874,2204,1,24,1,0,0,0,17,1,1,0,1,1
1875,2205,1,41,0,0,0,0,0,1,1,0,0,0
1876,2206,1,21,1,0,0,1,1,1,1,0,1,1
1877,2207,0,29,0,0,0,0,1,1,1,0,0,0
1878,2208,1,22,1,0,0,1,0,0,1,0,0,1
1879,2209,1,52,0,0,0,0,9,1,1,0,1,0
1880,2210,0,40,0,0,0,0,0,0,1,0,0,0
1881,2213,0,45,1,0,0,0,1,0,1,0,0,0
1882,2214,1,29,1,0,0,0,1,1,0,1,0,0
1883,2215,1,46,1,0,0,0,10,1,1,0,1,1
1884,2216,1,21,0,0,1,2,1,0,1,0,1,1
1885,2218,1,35,0,0,0,0,6,1,1,0,1,1
1886,2219,1,52,1,0,0,0,1,1,0,1,0,0
1887,2220,1,48,0,0,0,0,0,0,0,1,0,0
1888,2221,0,29,1,0,0,3,9,1,0,1,1,1
1889,2222,1,48,0,0,0,0,0,0,0,1,0,0
1890,2223,1,31,1,0,0,0,10,1,1,0,1,1
1891,2224,1,21,0,0,0,0,3,1,1,0,1,1
1892,2225,1,32,0,0,0,0,0,1,1,0,0,0
1893,2226,1,47,1,0,0,0,0,0,0,1,1,0
1894,2228,1,21,1,1,2,2,3,1,1,0,1,1
1895,2229,1,35,1,3,0,0,13,0,1,0,1,1
1896,2230,1,46,1,0,0,0,3,1,0,1,0,0
1897,2231,1,34,1,0,0,0,5,1,1,0,0,1
1898,2232,1,52,1,0,0,0,2,0,1,0,0,0
1899,2234,1,21,0,0,0,0,0,1,0,1,1,0
1900,2235,1,53,0,0,0,0,1,0,0,1,0,0
1901,2236,0,19,0,0,0,0,0,1,1,0,0,1
1902,2237,1,22,1,0,0,0,0,0,0,1,1,0
1903,2238,1,45,1,0,0,0,1,0,1,0,0,0
1904,2239,0,27,0,0,0,0,0,0,1,0,0,0
1905,2240,1,25,0,0,0,0,0,0,0,1,0,0
1906,2241,1,30,0,0,0,0,0,1,1,0,0,0
1907,2242,1,31,1,0,0,0,2,1,1,0,1,0
1908,2243,1,28,0,0,0,0,3,0,1,0,0,0
1909,2244,1,36,1,0,0,0,3,1,0,1,0,0
1910,2245,1,27,1,0,0,0,7,1,1,0,1,1
1911,2246,1,42,1,0,0,0,1,0,1,0,0,0
1912,2247,1,35,0,0,0,0,0,1,1,0,1,0
1913,2248,0,33,0,0,0,0,2,0,1,0,0,0
1914,2249,1,24,0,1,0,0,6,1,1,0,1,1
1915,2250,1,25,1,0,1,0,21,1,1,0,1,1
1916,2251,0,42,0,0,0,0,0,0,0,1,0,0
1917,2252,1,21,1,0,0,0,0,1,1,0,1,1
1918,2253,0,28,1,0,0,0,0,0,0,1,0,0
1919,2254,1,27,1,0,0,0,25,1,1,0,1,1
1920,2255,0,21,0,0,0,0,0,0,1,0,1,1
1921,2256,1,26,0,0,0,0,0,1,0,1,1,0
1922,2257,1,36,0,0,0,0,0,0,1,0,0,0
1923,2259,1,49,0,0,0,0,0,1,1,0,1,0
1924,2261,1,44,0,0,0,0,0,1,1,0,0,0
1925,2262,1,28,0,0,0,0,1,0,0,1,0,0
1926,2264,0,35,1,0,0,0,12,1,1,0,1,1
1927,2267,1,34,1,0,0,0,3,0,1,0,0,0
1928,2268,1,45,1,0,0,0,15,1,1,0,0,1
