,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree_F,c_charge_degree_M,score_text_High,score_text_Low,score_text_Medium,two_year_recid
1713,1,27,1,0,0,0,10,1,0,1,0,0,0
1714,0,52,0,0,0,0,0,0,1,0,1,0,0
1715,1,26,1,0,0,0,0,0,1,0,1,0,1
1716,1,25,1,0,0,1,9,1,0,0,0,1,0
1717,1,51,1,0,0,0,1,1,0,0,1,0,0
1718,0,29,1,0,0,0,1,0,1,0,1,0,0
1720,1,46,0,0,0,0,0,1,0,0,1,0,0
1721,1,28,0,0,0,0,6,1,0,0,1,0,0
1722,1,57,1,0,0,0,0,1,0,0,1,0,0
1723,1,23,0,0,0,0,2,1,0,0,0,1,0
1724,1,34,1,0,0,0,27,1,0,1,0,0,1
1725,1,27,1,0,0,0,3,1,0,0,1,0,0
1726,1,25,1,0,0,1,7,0,1,1,0,0,1
1727,1,31,0,0,0,0,1,1,0,0,0,1,1
1728,1,37,1,0,0,0,8,1,0,0,1,0,0
1729,1,51,1,0,0,0,0,1,0,0,1,0,1
1731,1,28,1,0,1,0,8,1,0,0,0,1,0
1732,1,56,0,0,0,0,4,1,0,0,1,0,0
1733,1,45,1,0,0,0,15,1,0,1,0,0,1
1734,1,26,0,0,0,0,7,1,0,0,0,1,1
1735,1,33,0,0,0,0,7,1,0,1,0,0,1
1736,1,23,0,0,0,3,0,0,1,0,1,0,0
1737,1,31,1,0,0,0,0,0,1,0,1,0,0
1738,1,31,0,0,0,0,0,0,1,0,1,0,0
1739,1,19,0,1,0,0,1,1,0,1,0,0,0
1740,1,32,0,0,0,0,0,1,0,0,1,0,0
1741,1,30,0,0,0,0,1,0,1,0,1,0,1
1743,1,66,0,0,0,0,1,1,0,0,1,0,0
1744,0,40,1,0,0,0,0,1,0,0,1,0,0
1745,1,59,1,0,0,0,4,0,1,0,1,0,0
1747,1,27,1,0,0,0,3,0,1,0,0,1,0
1748,1,22,1,0,0,0,0,1,0,0,1,0,0
1749,1,58,0,0,0,0,1,1,0,0,1,0,0
1751,1,29,0,0,0,0,2,1,0,0,1,0,0
1754,1,27,1,0,0,0,0,1,0,1,0,0,1
1756,1,24,0,0,0,0,0,1,0,0,0,1,0
1757,0,35,0,0,1,0,3,1,0,0,1,0,0
1759,1,29,1,0,2,1,7,1,0,1,0,0,1
1760,1,30,1,1,0,0,5,1,0,1,0,0,1
1761,1,23,1,0,1,1,1,1,0,0,1,0,0
1762,1,32,0,0,0,0,2,1,0,0,1,0,1
1763,1,22,0,0,0,0,2,1,0,0,0,1,0
1764,1,21,1,0,0,0,0,0,1,0,1,0,0
1765,0,43,0,0,0,0,0,0,1,0,1,0,0
1766,1,29,1,0,0,0,0,1,0,1,0,0,0
1767,1,43,1,0,0,0,1,1,0,0,1,0,0
1768,1,25,1,0,0,0,1,1,0,0,1,0,0
1769,1,47,0,0,0,0,0,0,1,0,1,0,0
1770,0,21,1,0,0,0,0,1,0,0,0,1,0
1772,1,54,0,0,0,0,0,0,1,0,1,0,0
1773,1,34,1,0,0,1,3,1,0,0,1,0,1
1774,0,28,1,0,0,0,2,0,1,0,1,0,0
1775,0,53,0,0,0,0,4,1,0,0,1,0,1
1776,1,54,1,0,0,0,0,0,1,0,1,0,0
1777,1,37,0,0,0,0,3,1,0,0,1,0,1
1778,1,34,1,0,0,0,2,1,0,0,1,0,0
1780,0,60,0,0,0,0,0,1,0,0,1,0,1
1781,1,22,1,0,0,0,0,1,0,0,1,0,0
1782,1,51,1,0,0,0,3,1,0,0,0,1,0
1783,1,29,1,0,0,0,0,1,0,0,1,0,1
1786,1,28,1,0,0,1,5,0,1,0,0,1,0
1787,1,33,0,0,0,0,0,1,0,0,1,0,1
1788,1,43,0,0,0,0,4,0,1,0,1,0,0
1789,1,45,0,0,0,0,1,0,1,0,0,1,0
1790,1,32,0,0,0,0,5,1,0,0,0,1,1
1791,0,35,1,0,0,0,0,1,0,0,1,0,1
1792,1,23,1,0,0,0,1,1,0,0,1,0,1
1793,1,41,0,0,0,0,1,0,1,0,1,0,0
1794,1,25,0,20,0,0,24,1,0,1,0,0,1
1795,1,35,0,0,1,0,12,1,0,1,0,0,0
1796,1,25,1,0,0,0,4,1,0,0,0,1,1
1797,1,69,0,0,0,0,6,1,0,0,1,0,1
1798,1,24,0,0,0,0,0,0,1,0,1,0,0
1800,1,28,0,0,0,0,0,1,0,0,1,0,0
1801,1,47,1,0,0,0,23,1,0,0,0,1,1
1803,1,29,1,0,1,0,13,1,0,1,0,0,1
1805,1,26,1,0,0,0,9,1,0,1,0,0,1
1806,1,31,0,0,0,0,0,0,1,0,1,0,0
1809,1,28,0,0,0,0,0,1,0,0,0,1,0
1810,1,48,0,0,0,0,1,0,1,0,1,0,1
1812,1,44,0,0,0,0,0,0,1,0,1,0,0
1813,1,42,1,0,0,0,7,0,1,0,0,1,0
1814,1,39,1,0,0,0,5,1,0,0,0,1,0
1815,0,46,0,0,0,0,2,1,0,0,1,0,0
1816,1,55,0,0,0,0,0,0,1,0,0,1,0
1817,1,27,1,0,0,0,5,1,0,1,0,0,1
1818,0,31,0,0,0,0,0,0,1,1,0,0,0
1819,1,25,1,0,0,0,0,1,0,0,1,0,0
1820,1,32,0,0,0,2,6,0,1,0,0,1,0
1821,1,36,1,0,0,0,2,1,0,0,0,1,0
1822,1,21,1,0,0,0,3,1,0,0,0,1,1
1823,1,39,0,0,0,0,2,0,1,0,1,0,0
1824,0,26,1,0,0,0,0,0,1,0,1,0,0
1825,1,28,1,0,0,0,8,1,0,1,0,0,1
1826,1,67,0,0,0,0,2,0,1,0,1,0,1
1827,0,22,0,0,0,0,0,1,0,0,1,0,0
1828,1,37,0,0,0,0,3,0,1,0,1,0,0
1829,1,23,1,0,0,0,2,0,1,1,0,0,1
1830,0,49,1,0,0,0,14,0,1,0,0,1,1
1831,1,32,0,0,0,0,9,0,1,0,0,1,1
1832,1,41,0,0,0,0,9,0,1,0,0,1,0
1833,1,25,1,0,0,0,1,0,1,0,1,0,0
1835,1,58,0,0,0,0,0,0,1,0,1,0,0
1836,1,44,1,2,0,0,19,0,1,1,0,0,1
1837,1,28,1,0,0,0,1,1,0,0,1,0,0
1838,0,39,1,0,0,0,0,1,0,0,0,1,1
1839,1,54,0,0,0,0,0,1,0,0,1,0,0
1841,1,43,0,0,0,0,0,0,1,0,1,0,0
1842,1,31,1,0,0,0,5,0,1,1,0,0,0
1843,1,30,1,4,1,0,11,1,0,1,0,0,0
1844,1,27,0,0,1,3,4,0,1,0,1,0,1
1845,1,28,1,0,0,0,0,0,1,0,1,0,1
1846,1,24,1,0,0,0,0,0,1,0,0,1,0
1847,1,43,0,0,0,0,0,0,1,0,1,0,0
1848,1,44,1,0,0,0,10,0,1,0,1,0,1
1850,1,24,0,0,0,0,11,1,0,1,0,0,1
1852,1,23,1,0,0,0,0,1,0,0,1,0,0
1854,1,36,0,0,0,0,5,0,1,0,1,0,1
1855,1,27,0,0,0,0,1,1,0,1,0,0,0
1856,1,24,1,0,0,0,0,1,0,1,0,0,1
1857,1,66,0,0,0,0,0,0,1,0,1,0,0
1858,0,36,0,0,0,1,3,1,0,0,1,0,0
1859,1,53,0,0,0,0,9,1,0,1,0,0,1
1860,1,23,0,0,0,0,1,1,0,0,1,0,1
1861,0,22,1,0,0,0,0,0,1,0,0,1,1
1862,1,25,0,0,0,1,1,1,0,0,1,0,0
1863,1,56,1,0,0,0,4,1,0,0,1,0,0
1866,1,51,0,0,0,0,1,1,0,0,1,0,1
1867,0,58,1,0,0,0,3,0,1,0,1,0,0
1868,1,24,0,0,1,2,3,0,1,0,0,1,0
1869,1,22,1,0,0,0,0,1,0,0,1,0,1
1870,1,39,0,0,0,0,0,0,1,0,1,0,0
1871,1,20,0,0,0,0,3,1,0,1,0,0,1
1872,1,46,0,0,0,0,10,1,0,0,0,1,1
1873,1,38,0,0,0,0,1,1,0,0,1,0,1
1874,1,23,0,0,0,0,0,0,1,1,0,0,1
1875,1,39,0,0,0,0,6,1,0,0,0,1,0
1876,1,25,1,0,0,0,0,1,0,1,0,0,0
1877,1,31,1,0,0,0,19,1,0,1,0,0,1
1878,0,25,1,0,0,0,1,0,1,0,1,0,1
1879,1,26,1,0,0,0,6,1,0,0,0,1,0
1880,1,25,1,0,0,1,2,1,0,1,0,0,0
1881,1,37,0,0,0,0,11,1,0,1,0,0,1
1882,1,36,1,0,0,0,0,1,0,0,1,0,0
1883,1,26,1,0,0,0,1,1,0,0,0,1,1
1884,1,21,0,0,2,0,3,1,0,0,1,0,1
1885,1,35,1,0,0,0,7,1,0,0,1,0,1
1886,1,22,1,0,0,0,2,1,0,0,1,0,1
1887,1,25,0,0,0,0,0,1,0,0,1,0,0
1889,1,36,0,0,0,0,0,0,1,0,1,0,0
1890,1,24,1,0,0,0,2,0,1,0,0,1,1
1891,1,21,1,0,0,1,0,1,0,1,0,0,1
1892,1,32,0,2,0,1,15,1,0,1,0,0,1
1893,1,33,1,0,0,0,2,0,1,0,1,0,1
1894,1,33,1,0,0,0,10,1,0,1,0,0,1
1896,1,29,0,0,0,0,0,0,1,0,1,0,0
1897,1,50,0,0,0,0,8,1,0,0,1,0,0
1899,1,33,1,0,0,0,14,1,0,1,0,0,1
1900,1,37,1,0,1,0,13,1,0,1,0,0,1
1901,1,27,1,0,0,0,9,1,0,0,0,1,1
1902,1,27,1,0,0,0,0,0,1,0,1,0,0
1904,1,21,0,0,0,0,1,0,1,0,0,1,1
1905,1,58,1,0,0,0,1,1,0,0,1,0,0
1906,1,27,1,0,0,0,4,1,0,1,0,0,0
1908,1,28,0,0,0,0,1,1,0,0,0,1,1
1909,0,31,0,0,0,0,0,0,1,0,1,0,0
1911,1,24,1,0,0,0,3,0,1,0,0,1,0
1912,1,26,1,0,0,0,6,1,0,1,0,0,1
1913,1,43,0,0,0,0,0,0,1,0,1,0,0
1915,1,22,1,0,0,0,3,1,0,0,0,1,1
1916,1,23,1,0,0,0,0,1,0,0,0,1,0
1917,1,42,0,0,0,0,0,0,1,0,1,0,0
1919,1,30,1,0,3,0,18,0,1,1,0,0,0
1920,1,29,1,0,0,0,1,1,0,1,0,0,0
1921,1,38,0,0,0,0,2,1,0,0,1,0,1
1922,1,26,0,0,0,1,3,0,1,0,1,0,0
1924,1,51,1,0,0,0,5,0,1,0,0,1,0
1925,1,36,0,0,0,0,0,0,1,0,1,0,0
1926,1,62,0,0,0,0,0,0,1,0,1,0,0
1927,1,23,1,0,0,0,0,1,0,0,1,0,1
1928,1,34,1,0,0,0,7,1,0,0,0,1,1
1929,1,35,1,0,0,0,1,0,1,0,1,0,0
1930,1,22,0,0,0,0,0,1,0,0,1,0,0
1931,1,29,1,0,0,0,10,0,1,1,0,0,1
1932,1,40,1,0,0,0,0,1,0,0,1,0,0
1933,1,36,1,0,0,0,2,1,0,0,1,0,0
1934,1,26,1,0,0,0,8,1,0,1,0,0,1
1935,1,25,1,0,0,0,1,1,0,0,1,0,1
1936,1,69,0,0,0,0,0,0,1,0,1,0,0
1937,1,27,1,0,1,0,1,1,0,0,1,0,0
1938,1,20,0,0,0,0,0,1,0,0,0,1,1
1939,1,27,1,0,0,0,1,1,0,0,1,0,0
1940,0,24,1,0,0,0,6,0,1,0,0,1,0
1941,1,42,0,0,0,0,0,1,0,0,1,0,0
1942,1,25,0,0,0,0,1,1,0,0,1,0,0
1944,1,25,1,0,0,0,0,1,0,0,1,0,0
1945,1,22,1,0,0,0,0,1,0,0,1,0,0
1946,1,21,0,0,0,0,0,1,0,0,1,0,0
1947,1,30,1,0,0,0,1,0,1,0,1,0,0
1948,1,46,0,0,0,0,9,0,1,0,0,1,0
1949,1,26,1,0,0,0,2,0,1,0,0,1,0
1950,1,33,1,0,0,0,0,1,0,0,0,1,1
1951,1,40,1,0,0,0,1,0,1,0,1,0,0
1952,1,34,0,0,0,0,0,1,0,0,1,0,0
1953,1,22,0,0,0,0,1,1,0,0,1,0,1
1954,1,28,0,0,0,0,3,0,1,0,0,1,0
1955,1,31,1,0,0,0,4,0,1,0,1,0,1
1956,1,59,0,0,0,0,3,0,1,0,1,0,1
1957,1,37,0,0,0,0,0,1,0,0,1,0,0
1958,1,50,1,0,0,0,0,1,0,0,1,0,0
1960,1,57,1,0,0,0,8,1,0,0,0,1,1
1961,1,31,1,0,0,0,5,0,1,0,0,1,0
1963,1,44,1,0,0,0,9,1,0,1,0,0,0
1964,1,48,1,0,0,0,5,1,0,1,0,0,1
1965,0,25,0,0,0,0,0,1,0,0,1,0,0
1966,1,51,1,0,0,0,5,0,1,0,1,0,0
1967,1,50,0,0,0,0,0,1,0,0,1,0,1
1968,1,57,0,0,0,0,2,1,0,0,1,0,0
1969,1,55,0,0,0,0,0,0,1,0,1,0,0
1970,1,59,1,0,0,0,4,1,0,0,1,0,1
1971,0,42,1,0,0,0,0,1,0,0,1,0,0
1972,1,20,0,2,0,0,2,1,0,1,0,0,1
1974,1,21,0,0,0,0,0,1,0,0,1,0,0
1975,1,32,1,0,0,0,21,1,0,1,0,0,1
1976,0,24,0,0,0,0,0,0,1,0,1,0,0
1977,1,42,1,0,0,0,1,1,0,0,1,0,0
1978,1,29,1,0,0,0,8,1,0,1,0,0,1
1979,1,21,1,0,0,0,1,1,0,0,0,1,0
1982,1,58,0,0,0,0,0,0,1,0,1,0,0
1983,1,22,1,0,0,1,1,1,0,0,0,1,1
1984,1,46,0,0,0,0,1,0,1,0,1,0,1
1985,1,50,0,0,0,0,0,0,1,0,1,0,1
1986,1,46,1,0,0,0,2,1,0,1,0,0,0
1987,0,44,1,0,1,0,11,1,0,1,0,0,1
1988,1,35,1,0,0,0,4,0,1,0,0,1,0
1989,1,30,1,0,1,0,14,1,0,1,0,0,1
1990,1,42,1,0,0,0,2,1,0,0,0,1,0
1991,1,46,1,0,0,0,5,1,0,0,1,0,1
1992,1,42,1,0,0,0,0,1,0,1,0,0,1
1994,1,29,0,0,0,0,7,1,0,1,0,0,1
1995,1,32,1,0,0,1,8,1,0,0,1,0,0
1996,1,31,0,0,0,0,5,1,0,0,0,1,0
1997,0,33,1,0,0,0,1,0,1,0,1,0,0
1998,1,25,0,0,0,0,4,1,0,0,1,0,0
1999,0,33,1,0,0,0,0,0,1,0,1,0,0
2000,1,21,0,0,0,0,1,1,0,0,0,1,0
2002,1,35,0,0,0,0,1,1,0,0,1,0,1
2003,1,56,1,0,0,0,1,1,0,0,1,0,0
2004,1,38,0,0,0,0,0,0,1,0,1,0,1
2005,0,40,1,0,0,0,4,0,1,0,1,0,0
2007,1,28,1,0,0,1,4,1,0,0,1,0,0
2008,1,51,1,0,0,0,0,0,1,0,1,0,0
2009,1,35,1,0,0,0,2,0,1,0,1,0,0
2010,1,61,1,0,0,0,5,1,0,0,1,0,0
2011,1,25,1,0,0,0,0,1,0,0,1,0,0
2012,1,25,1,0,0,0,4,1,0,0,0,1,1
2013,1,26,1,0,0,0,0,0,1,0,0,1,0
2014,1,42,0,0,0,0,1,0,1,0,1,0,0
2015,0,25,1,0,0,0,1,1,0,0,1,0,0
2016,1,26,1,0,1,0,13,0,1,1,0,0,1
2017,1,31,1,0,0,0,9,1,0,0,0,1,0
2018,1,35,0,0,0,1,1,1,0,0,1,0,0
2020,1,34,0,0,0,0,0,1,0,0,1,0,0
2022,0,33,0,0,0,0,1,0,1,0,1,0,0
2023,1,30,1,0,0,1,3,1,0,0,1,0,0
2024,0,50,1,0,0,0,7,0,1,0,1,0,0
2025,1,21,1,0,0,0,0,1,0,0,0,1,0
2026,1,31,0,0,0,0,16,1,0,1,0,0,1
2027,1,31,1,0,0,0,2,1,0,0,0,1,1
2028,0,23,1,0,0,0,0,0,1,0,1,0,0
2029,1,25,1,0,0,0,1,1,0,0,0,1,0
2030,0,24,0,0,0,0,1,1,0,0,0,1,0
2031,1,31,1,0,0,0,13,0,1,1,0,0,1
2032,1,60,1,0,0,0,0,1,0,0,1,0,0
2033,1,30,1,0,0,0,2,1,0,0,1,0,0
2034,0,32,0,0,0,0,0,0,1,0,1,0,0
2035,1,46,0,0,0,0,0,0,1,0,1,0,0
2036,1,21,0,0,0,1,0,0,1,0,1,0,1
2038,1,35,1,0,0,0,0,1,0,1,0,0,0
2039,1,34,0,0,0,0,2,1,0,0,1,0,1
2040,1,41,0,0,0,0,2,1,0,1,0,0,1
2042,1,23,1,0,0,0,1,1,0,1,0,0,1
2043,1,23,1,0,0,0,3,1,0,0,0,1,1
2044,1,28,1,0,0,0,2,0,1,0,1,0,0
2045,1,21,0,0,0,0,0,1,0,0,1,0,1
2046,1,46,0,0,0,1,2,0,1,0,1,0,0
2047,1,56,1,0,0,0,1,1,0,0,1,0,0
2049,1,40,0,0,0,0,8,1,0,0,0,1,1
2050,1,30,0,0,0,0,5,1,0,0,1,0,1
2051,1,24,1,0,0,0,1,0,1,0,1,0,1
2053,0,33,0,0,0,0,0,0,1,0,1,0,0
2054,1,48,0,0,0,0,2,0,1,1,0,0,0
2055,1,33,1,0,0,0,11,1,0,0,0,1,1
2056,1,25,0,0,0,0,0,1,0,0,0,1,0
2059,1,30,1,0,1,1,7,1,0,0,0,1,1
2060,1,37,0,0,0,0,0,1,0,0,1,0,1
2061,0,43,0,0,0,0,7,1,0,1,0,0,0
2062,1,32,0,0,0,0,0,1,0,0,1,0,0
2063,1,33,0,0,0,0,3,1,0,0,0,1,0
2065,1,49,0,0,0,0,4,1,0,0,1,0,0
2066,1,24,0,0,0,0,0,1,0,0,1,0,0
2067,1,26,1,0,0,0,1,1,0,1,0,0,0
2068,1,42,0,0,0,0,0,1,0,0,1,0,0
2069,1,22,1,0,0,0,1,1,0,0,0,1,1
2070,1,36,0,0,0,0,0,1,0,0,1,0,0
2071,1,29,0,0,0,1,7,0,1,0,0,1,1
2072,1,39,0,0,0,0,0,0,1,0,1,0,0
2073,1,27,1,0,2,1,13,1,0,0,0,1,1
2074,1,38,0,0,0,0,2,1,0,0,0,1,1
2075,1,20,0,0,0,0,0,1,0,0,1,0,1
2076,1,25,1,2,0,0,4,1,0,1,0,0,1
2077,1,53,0,0,0,0,0,0,1,0,1,0,0
2078,0,27,1,0,0,0,0,0,1,1,0,0,1
2079,1,21,0,0,0,0,0,1,0,0,0,1,1
2080,1,50,0,0,0,0,1,0,1,0,1,0,1
2081,1,41,1,0,0,0,4,1,0,0,0,1,0
2083,1,22,0,0,0,2,5,1,0,1,0,0,1
2084,1,22,0,0,0,2,0,1,0,0,0,1,1
2085,1,25,1,0,0,0,2,1,0,0,0,1,0
2086,1,42,1,0,0,0,1,1,0,0,1,0,1
2088,1,51,0,0,0,0,2,1,0,0,1,0,0
2090,1,24,1,0,0,1,0,1,0,0,1,0,0
2091,1,37,1,0,0,0,4,1,0,0,1,0,0
2092,1,37,0,0,0,0,0,0,1,0,1,0,0
2093,0,27,0,0,0,0,0,0,1,0,1,0,0
2094,1,21,0,0,0,0,0,1,0,0,0,1,0
2095,1,35,1,0,0,0,1,1,0,0,1,0,1
2096,0,24,0,0,0,0,0,1,0,1,0,0,0
2098,1,49,0,0,0,0,2,0,1,0,1,0,0
2099,1,38,1,0,0,0,9,1,0,0,0,1,0
2100,1,61,0,0,0,0,0,0,1,0,1,0,0
2101,0,30,1,0,0,0,0,0,1,0,1,0,0
2102,1,22,1,0,0,0,3,1,0,0,0,1,0
2103,1,25,1,0,0,0,0,1,0,0,0,1,1
2104,0,30,0,0,0,0,3,0,1,0,1,0,1
2105,1,52,0,0,0,0,0,0,1,0,1,0,0
2106,1,26,0,0,0,0,0,1,0,0,1,0,0
2107,1,26,0,0,0,0,0,0,1,0,1,0,0
2109,1,45,0,0,0,0,9,1,0,1,0,0,1
2110,1,20,1,0,0,0,0,1,0,1,0,0,1
2111,1,29,1,0,0,0,4,1,0,1,0,0,0
2112,1,43,0,0,0,0,1,1,0,0,0,1,1
2113,1,26,0,0,0,0,2,1,0,0,0,1,0
2114,0,46,1,0,0,0,4,1,0,0,1,0,0
2115,0,46,1,0,0,0,0,1,0,0,1,0,0
2117,1,29,1,0,0,0,12,1,0,1,0,0,1
2118,1,41,0,0,0,0,0,0,1,0,1,0,0
2120,0,25,1,0,0,0,5,1,0,0,0,1,0
2121,1,23,1,1,0,0,2,1,0,0,0,1,0
2123,1,30,0,0,0,0,0,0,1,0,1,0,0
2124,1,34,0,0,0,0,1,1,0,0,0,1,0
2125,1,70,0,0,0,0,11,1,0,0,1,0,1
2126,1,52,0,0,0,0,2,1,0,0,1,0,0
2127,1,51,1,0,0,0,4,0,1,0,1,0,0
2128,0,45,0,0,0,0,15,1,0,1,0,0,1
2129,1,55,1,0,0,0,21,1,0,0,0,1,1
2130,0,49,0,0,0,0,1,1,0,0,1,0,0
2132,0,47,0,0,0,0,0,1,0,0,1,0,0
2133,1,27,1,0,0,0,0,0,1,0,1,0,0
2134,1,25,0,0,2,0,5,0,1,0,0,1,1
2135,1,21,1,0,1,0,1,1,0,1,0,0,1
2136,1,37,1,0,0,1,26,1,0,1,0,0,1
2137,1,21,1,0,0,0,1,1,0,1,0,0,1
2138,1,21,1,0,0,0,0,1,0,0,0,1,0
2139,1,25,1,0,0,0,4,1,0,1,0,0,1
2140,0,27,1,0,0,0,3,1,0,0,0,1,1
2141,1,30,0,0,0,0,3,1,0,0,1,0,1
2142,1,70,0,0,0,0,0,0,1,0,1,0,0
2143,1,37,0,0,0,0,11,1,0,1,0,0,1
2144,1,46,1,0,0,0,5,1,0,0,0,1,1
2145,1,40,0,0,0,0,4,0,1,0,1,0,1
2147,1,43,1,0,0,0,18,1,0,0,1,0,1
2148,1,38,1,0,0,0,15,1,0,0,0,1,0
2149,1,29,1,0,0,0,0,1,0,0,1,0,0
2150,1,37,1,0,0,0,8,0,1,0,1,0,1
2151,1,38,0,0,0,0,3,1,0,0,1,0,0
2152,0,27,0,0,0,0,0,1,0,0,1,0,0
2153,0,20,0,0,0,0,0,0,1,0,0,1,1
2154,1,44,0,0,0,0,0,0,1,0,1,0,0
2155,1,31,0,0,0,0,6,0,1,0,0,1,0
2156,1,29,1,0,0,0,3,1,0,0,1,0,1
2158,0,30,1,0,0,0,0,0,1,0,1,0,0
2159,0,25,0,0,0,0,2,1,0,0,0,1,1
2160,1,40,1,0,0,0,3,1,0,0,1,0,0
2162,1,33,0,0,0,0,1,0,1,0,1,0,0
2163,1,26,0,0,0,0,5,1,0,0,0,1,1
2164,1,31,0,0,1,0,1,0,1,0,1,0,0
2165,1,61,0,0,0,0,1,0,1,0,1,0,0
2166,1,30,0,0,0,0,2,1,0,0,1,0,0
2167,1,62,0,0,0,0,0,0,1,0,1,0,0
2168,0,27,0,0,0,0,4,0,1,1,0,0,1
2169,1,48,0,0,0,0,9,1,0,0,0,1,0
2170,0,40,0,0,0,0,0,1,0,0,1,0,0
2171,1,24,0,0,0,0,0,1,0,0,1,0,0
2172,1,22,1,0,0,0,0,1,0,0,1,0,1
2173,1,30,1,0,0,0,4,0,1,1,0,0,1
2174,1,63,0,0,0,0,0,0,1,0,1,0,0
2176,1,33,1,0,0,0,4,1,0,1,0,0,0
2178,1,43,0,0,0,0,0,0,1,0,1,0,1
2179,1,26,1,0,0,0,3,1,0,1,0,0,1
2180,1,51,1,0,0,0,1,1,0,0,1,0,0
2181,1,39,0,0,0,0,3,1,0,0,1,0,1
2182,0,30,0,0,0,0,0,0,1,0,1,0,1
2183,1,32,1,0,0,0,14,1,0,1,0,0,1
2184,1,22,1,0,0,0,0,0,1,0,0,1,0
2185,1,59,0,0,0,0,0,1,0,0,1,0,0
2186,1,38,1,0,5,0,37,0,1,0,0,1,1
2187,1,23,1,0,0,0,2,1,0,0,0,1,0
2188,1,42,1,0,0,0,0,0,1,0,1,0,1
2190,1,38,1,0,0,0,2,1,0,0,0,1,1
2191,0,34,0,0,0,0,2,1,0,0,1,0,0
2192,0,36,1,0,0,0,7,1,0,0,1,0,1
2194,1,36,1,0,0,0,0,0,1,0,1,0,1
2195,1,31,1,0,0,0,1,1,0,0,1,0,0
2196,0,28,1,0,0,0,3,1,0,0,1,0,1
2197,1,28,1,0,0,0,1,1,0,0,1,0,1
2199,1,43,1,0,0,0,0,1,0,0,1,0,0
2200,1,40,1,0,0,0,1,1,0,0,1,0,0
2201,1,31,1,0,2,0,15,1,0,1,0,0,1
2202,1,54,1,0,0,0,6,1,0,0,0,1,1
2204,1,24,1,0,0,0,17,1,0,1,0,0,1
2205,1,41,0,0,0,0,0,1,0,0,1,0,1
2206,1,21,1,0,0,1,1,1,0,1,0,0,1
2207,0,29,0,0,0,0,1,1,0,0,1,0,1
2208,1,22,1,0,0,1,0,1,0,0,1,0,0
2209,1,52,0,0,0,0,9,1,0,0,0,1,1
2210,0,40,0,0,0,0,0,1,0,0,1,0,0
2213,0,45,1,0,0,0,1,1,0,0,1,0,0
2214,1,29,1,0,0,0,1,0,1,0,1,0,1
2215,1,46,1,0,0,0,10,1,0,0,0,1,1
2216,1,21,0,0,1,2,1,1,0,1,0,0,0
2218,1,35,0,0,0,0,6,1,0,0,0,1,1
2219,1,52,1,0,0,0,1,0,1,0,1,0,1
2220,1,48,0,0,0,0,0,0,1,0,1,0,0
2221,0,29,1,0,0,3,9,0,1,1,0,0,1
2222,1,48,0,0,0,0,0,0,1,0,1,0,0
2223,1,31,1,0,0,0,10,1,0,0,0,1,1
2224,1,21,0,0,0,0,3,1,0,1,0,0,1
2225,1,32,0,0,0,0,0,1,0,0,1,0,1
2226,1,47,1,0,0,0,0,0,1,0,0,1,0
2228,1,21,1,1,2,2,3,1,0,1,0,0,1
2229,1,35,1,3,0,0,13,1,0,1,0,0,0
2230,1,46,1,0,0,0,3,0,1,0,1,0,1
2231,1,34,1,0,0,0,5,1,0,0,1,0,1
2232,1,52,1,0,0,0,2,1,0,0,1,0,0
2234,1,21,0,0,0,0,0,0,1,1,0,0,1
2235,1,53,0,0,0,0,1,0,1,0,1,0,0
2236,0,19,0,0,0,0,0,1,0,0,1,0,1
2237,1,22,1,0,0,0,0,0,1,0,0,1,0
2238,1,45,1,0,0,0,1,1,0,0,1,0,0
2239,0,27,0,0,0,0,0,1,0,0,1,0,0
2240,1,25,0,0,0,0,0,0,1,0,1,0,0
2241,1,30,0,0,0,0,0,1,0,0,1,0,1
2242,1,31,1,0,0,0,2,1,0,0,0,1,1
2243,1,28,0,0,0,0,3,1,0,0,1,0,0
2244,1,36,1,0,0,0,3,0,1,0,1,0,1
2245,1,27,1,0,0,0,7,1,0,0,0,1,1
2246,1,42,1,0,0,0,1,1,0,0,1,0,0
2247,1,35,0,0,0,0,0,1,0,0,0,1,1
2248,0,33,0,0,0,0,2,1,0,0,1,0,0
2249,1,24,0,1,0,0,6,1,0,1,0,0,1
2250,1,25,1,0,1,0,21,1,0,1,0,0,1
2251,0,42,0,0,0,0,0,0,1,0,1,0,0
2252,1,21,1,0,0,0,0,1,0,0,0,1,1
2253,0,28,1,0,0,0,0,0,1,0,1,0,0
2254,1,27,1,0,0,0,25,1,0,1,0,0,1
2255,0,21,0,0,0,0,0,1,0,0,0,1,0
2256,1,26,0,0,0,0,0,0,1,0,0,1,1
2257,1,36,0,0,0,0,0,1,0,0,1,0,0
2259,1,49,0,0,0,0,0,1,0,0,0,1,1
2261,1,44,0,0,0,0,0,1,0,0,1,0,1
2262,1,28,0,0,0,0,1,0,1,0,1,0,0
2264,0,35,1,0,0,0,12,1,0,0,0,1,1
2267,1,34,1,0,0,0,3,1,0,0,1,0,0
2268,1,45,1,0,0,0,15,1,0,0,1,0,1
2269,1,28,1,0,0,0,9,1,0,0,1,0,1
2270,0,25,1,0,0,0,1,1,0,0,1,0,0
2271,1,21,1,0,1,0,1,0,1,1,0,0,0
2272,1,48,1,0,0,0,1,1,0,0,1,0,0
