,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,two_year_recid,c_charge_degree_F,c_charge_degree_M,risk_recid,prediction,prediction_prob
4298,1,36,0,0,0,0,1,0,0,1,0,0,0.13730200779900523
5454,1,30,1,0,0,0,3,0,0,1,1,0,0.42252366675411207
1439,1,20,0,0,1,0,1,1,1,0,1,1,0.692642132755843
5830,1,27,0,0,0,0,2,1,0,1,0,0,0.42647257136516015
4538,0,36,1,0,0,0,1,0,0,1,1,0,0.2606654694894554
202,1,30,1,0,0,0,4,0,1,0,0,1,0.5739901109942177
3224,0,32,1,0,0,0,1,0,0,1,0,0,0.3260561556967367
2930,1,50,0,0,0,0,2,0,1,0,0,0,0.08827879718784422
3741,1,42,0,0,0,0,0,0,1,0,0,0,0.09869213284000025
611,1,21,0,0,0,0,1,0,1,0,0,0,0.4266294700935307
3982,0,45,0,0,0,0,0,0,0,1,0,0,0.07240231539467369
342,0,22,1,0,0,0,0,0,1,0,1,1,0.5413316706864444
5440,1,26,1,0,0,0,2,1,1,0,0,1,0.6636074112831996
2832,1,28,1,0,0,0,5,1,0,1,1,1,0.7171521936577367
4427,1,22,1,0,0,0,0,1,1,0,1,1,0.6191563700482831
5987,1,49,0,0,0,0,3,1,1,0,1,0,0.19371001334113072
5589,0,23,1,0,0,0,0,1,0,1,0,1,0.5758276533174937
304,1,30,0,0,0,0,0,0,1,0,0,0,0.22053777318755896
4646,1,36,0,0,0,0,5,0,1,0,0,0,0.3863946617690139
3320,1,45,0,0,0,0,2,0,1,0,0,0,0.12572588390169223
1401,1,28,1,2,1,0,11,0,1,0,1,1,0.9850439807507541
5192,1,54,0,0,0,0,0,0,1,0,0,0,0.04065425329788805
1438,0,34,0,0,0,0,1,1,1,0,1,0,0.3787433201471447
5372,1,22,0,0,0,0,0,0,0,1,0,0,0.27184205845672443
4400,1,56,0,0,0,0,1,0,1,0,0,0,0.04459870412394722
4622,1,39,0,0,0,0,3,1,1,0,1,0,0.3463793630598534
5751,1,23,1,0,0,0,1,1,1,0,0,1,0.6596644550828585
5012,1,23,0,0,0,2,1,1,1,0,1,1,0.6957284262408423
5428,1,29,1,0,0,0,2,0,1,0,1,0,0.4668935492177631
3033,1,56,1,0,0,0,0,0,0,1,0,0,0.04172357188989198
388,1,63,0,0,0,0,2,0,1,0,0,0,0.03346395919369648
44,1,29,0,0,0,0,1,1,1,0,0,0,0.41246556050170224
4701,1,51,1,0,0,0,21,1,1,0,1,1,0.9719559533798655
231,1,30,1,0,0,0,11,1,1,0,1,1,0.9344673854455656
5408,1,31,1,0,0,0,6,1,1,0,0,1,0.786444284566083
4277,1,61,0,0,0,0,0,0,0,1,0,0,0.016781692771892946
1866,1,36,1,0,0,0,0,1,0,1,0,0,0.2734501784894214
3984,1,40,0,0,0,0,4,1,1,0,0,0,0.38718458536585487
3338,1,22,1,0,1,0,1,0,1,0,1,1,0.6503336495353842
5477,1,29,1,0,0,0,11,0,0,1,1,1,0.8589019980666928
5773,1,29,1,1,0,0,3,1,0,1,1,1,0.747921204573708
4331,1,44,1,0,0,0,6,1,1,0,0,1,0.568371216618824
265,0,51,0,0,0,0,0,0,0,1,0,0,0.046308574024285884
5176,1,24,1,0,0,1,1,1,1,0,0,1,0.7182452874085684
2644,1,35,0,0,0,0,5,0,1,0,1,0,0.40531102682936426
5370,1,25,0,0,0,0,1,0,1,0,0,0,0.3515913095423624
938,1,24,0,0,0,0,0,1,1,0,1,0,0.446906671853847
2273,1,23,0,0,0,1,3,1,1,0,0,1,0.7278681485677837
2641,1,23,1,0,0,0,0,0,1,0,1,0,0.45813699771965527
3663,0,48,0,0,0,0,8,1,0,1,0,0,0.4567413933825766
1777,1,37,0,0,0,0,0,0,0,1,0,0,0.10229967817770311
2706,1,24,0,0,0,0,1,0,0,1,0,0,0.29140391765057144
2408,1,22,0,0,0,2,0,0,1,0,1,1,0.5191165274413397
1149,1,29,1,0,0,0,0,0,1,0,0,0,0.34468204689714793
3847,1,47,0,0,0,0,1,1,1,0,1,0,0.14458220287300858
2711,1,29,1,0,0,0,2,1,1,0,0,1,0.6087557859578583
359,1,27,0,0,0,0,3,0,0,1,0,0,0.35068635743749194
296,1,22,0,0,0,0,0,0,1,0,0,0,0.34758666125965737
5248,1,47,0,4,0,0,22,1,1,0,1,1,0.9985870144887136
2294,1,33,0,0,0,0,7,1,1,0,1,1,0.7025389015193548
3653,1,21,0,1,0,0,1,1,1,0,0,1,0.7359945119522109
1203,1,42,0,0,0,0,1,1,0,1,0,0,0.14958878905675962
1311,1,26,0,0,0,0,0,0,0,1,0,0,0.2138736316136761
1823,1,46,1,0,0,0,5,1,1,0,1,0,0.4655675710550473
2254,1,53,1,0,0,0,0,0,0,1,0,0,0.05231478159548894
5189,0,57,0,0,0,0,4,0,1,0,0,0,0.10675950509922799
529,1,61,1,0,0,0,15,1,1,0,1,1,0.7729089990124478
254,1,37,0,0,0,0,5,0,1,0,0,0,0.3678151040475223
136,0,30,0,0,0,0,3,1,1,0,1,1,0.5821068338459237
771,0,28,0,0,0,1,3,0,0,1,0,0,0.478112059838972
1526,1,24,0,0,0,0,0,0,0,1,0,0,0.24167568212952173
2098,0,31,1,0,0,0,14,0,1,0,1,1,0.9535968300788699
1783,1,38,1,0,0,0,9,0,1,0,1,1,0.7190944966396882
2079,0,41,0,0,0,0,0,0,1,0,0,0,0.1325851917605871
1577,1,23,0,0,0,0,1,1,1,0,0,1,0.5301810280874866
5803,1,27,1,0,0,0,10,1,1,0,1,1,0.9333805377554761
5426,1,44,1,0,0,0,2,0,0,1,1,0,0.15777392665796328
3326,1,53,0,0,0,0,18,0,1,0,0,1,0.8185962283334817
4729,1,57,1,0,0,0,16,1,0,1,1,1,0.8085402216836277
4307,1,28,1,0,2,0,7,1,1,0,1,1,0.9372914199042839
5648,1,26,1,0,0,0,0,0,1,0,0,0,0.40007045617379294
5879,1,29,1,0,0,0,8,1,0,1,1,1,0.8342548717417568
2690,1,41,0,0,0,0,2,0,0,1,0,0,0.1214802249476113
664,1,57,1,0,0,0,11,0,1,0,1,0,0.48669920694132995
5937,0,21,0,0,0,0,0,1,0,1,1,0,0.48074903802680363
1089,1,30,0,0,0,0,0,0,1,0,0,0,0.22053777318755896
2447,1,24,1,0,0,0,0,0,0,1,1,0,0.3537522207052559
16,1,31,0,0,0,0,5,1,1,0,0,1,0.6242804552953546
3704,1,26,1,0,0,0,0,0,1,0,0,0,0.40007045617379294
5995,1,74,0,0,0,0,0,0,0,1,0,0,0.006066081455359007
1271,1,38,0,0,0,0,0,0,1,0,0,0,0.1306292874261103
3913,0,21,1,0,0,0,0,1,0,1,1,1,0.6139357058712069
3075,1,54,0,0,0,0,0,0,0,1,0,0,0.028838526676889457
4272,1,54,1,0,0,0,1,0,1,0,0,0,0.08585882048818923
4237,0,64,0,0,0,0,0,0,0,1,0,0,0.017066427312816896
4747,1,22,0,0,0,0,1,1,1,0,0,1,0.5498290282541076
5846,0,29,1,0,0,0,5,1,1,0,0,1,0.811738085991301
113,0,29,0,0,1,0,10,1,1,0,0,1,0.9339748752719297
3054,1,23,0,0,0,0,0,1,0,1,0,0,0.3799641127331649
6040,1,20,1,1,0,1,1,1,1,0,1,1,0.8806262220492123
572,1,22,1,0,0,1,3,0,1,0,1,1,0.736754029078642
2442,1,28,1,0,1,0,6,1,1,0,1,1,0.8802978525092353
5005,1,24,1,0,0,0,2,1,0,1,1,1,0.6182193536547594
433,1,33,1,0,0,0,2,0,0,1,0,0,0.30902365546588945
5597,1,29,1,0,0,0,9,1,1,0,1,1,0.902618113131958
5971,0,45,1,0,0,0,0,0,1,0,0,0,0.1605961431459997
5035,1,33,0,0,0,0,9,1,1,0,1,1,0.7972663290397101
2742,1,20,1,0,1,0,1,1,1,0,1,1,0.7946896498063742
5043,1,45,0,0,0,0,0,0,1,0,0,0,0.07949939378546422
3648,1,29,1,1,2,0,6,1,1,0,1,1,0.95757279331227
4831,1,23,1,0,0,0,0,0,1,0,0,0,0.45813699771965527
4600,1,21,1,0,0,0,0,0,1,0,0,0,0.4975932163427095
5057,1,43,1,0,0,0,3,1,0,1,0,0,0.3173163780978025
385,1,55,1,0,0,0,5,1,1,0,0,0,0.2994479882981192
2266,1,22,1,0,0,0,0,0,1,0,0,0,0.47783052586633895
4202,1,49,0,0,0,0,4,0,0,1,1,0,0.10895309942508623
5000,0,35,1,0,0,0,7,1,1,0,0,1,0.8170621503414723
1473,1,26,0,0,0,0,7,1,1,0,1,1,0.8042669337248639
5629,1,47,1,0,0,0,5,0,1,0,1,0,0.31179046096641744
5225,0,28,0,0,0,0,2,1,1,0,1,1,0.5584088031936424
3540,1,36,0,0,0,0,0,0,0,1,0,0,0.10979655236399379
5162,1,33,1,0,0,1,9,1,0,1,1,1,0.8707577495309783
4313,1,37,1,0,0,0,0,0,1,0,1,0,0.2183395365421726
641,1,21,0,0,0,0,1,1,1,0,0,1,0.5693228151215837
1988,1,27,1,0,0,1,8,1,1,0,1,1,0.9229429776784989
3071,1,24,0,0,0,0,3,1,1,0,1,1,0.6345161164678911
479,1,40,0,0,0,0,5,0,1,0,0,0,0.31455094342994133
1235,1,19,1,0,2,0,3,1,1,0,0,1,0.9165767797958209
635,0,37,1,0,0,0,0,0,1,0,1,0,0.26484663491093835
4337,1,77,1,0,0,0,0,0,0,1,0,0,0.008200252518922362
1784,1,61,0,0,0,0,0,0,0,1,0,0,0.016781692771892946
4691,0,21,1,0,0,0,0,0,1,0,1,1,0.5608995603712269
159,1,45,0,0,0,0,8,1,0,1,0,0,0.4524980948249975
282,1,29,1,0,0,0,0,0,1,0,0,0,0.34468204689714793
5266,1,26,0,0,0,0,0,1,1,0,0,0,0.40820405460995146
5169,1,56,0,0,0,0,1,0,1,0,0,0,0.04459870412394722
4470,1,26,0,0,0,0,3,1,1,0,1,1,0.597106388527456
3102,1,51,1,0,0,0,0,1,0,1,0,0,0.103046781162924
4323,1,28,1,0,0,0,2,1,1,0,1,1,0.6274269429425909
1196,1,34,0,0,0,1,0,0,1,0,0,0,0.22690213123452063
5970,1,56,0,0,0,0,0,1,0,1,0,0,0.04309516246138629
5926,1,25,0,0,0,0,2,1,1,0,1,1,0.5541845007755576
205,1,37,0,0,0,0,0,1,1,0,0,0,0.22415895245926049
1340,0,39,1,0,1,0,6,0,1,0,1,1,0.6909986097808359
107,1,42,0,0,0,0,6,0,1,0,0,0,0.33576896501883735
1327,1,22,1,0,0,0,0,0,1,0,0,0,0.47783052586633895
3835,1,27,0,0,0,0,0,1,1,0,0,0,0.389241043619774
5753,1,22,0,0,0,0,0,1,1,0,1,0,0.48626364911988484
356,1,48,0,0,0,0,1,1,0,1,0,0,0.09863509047006165
5939,1,27,1,0,0,0,5,1,0,1,1,1,0.7329199350174522
1163,1,26,0,0,0,0,0,0,1,0,1,0,0.2796698658375263
974,1,56,1,0,0,0,0,0,1,0,0,0,0.0585005509142131
2907,0,56,0,0,0,0,10,1,1,0,1,1,0.514788612878195
33,1,34,1,2,1,3,21,1,1,0,1,1,0.9996280084746999
4867,1,33,1,0,0,0,12,1,1,0,1,1,0.9355377265809456
4746,1,45,0,0,0,0,2,0,1,0,0,0,0.12572588390169223
3640,1,26,0,0,0,0,2,0,1,0,0,0,0.3926416883457731
2038,1,22,1,0,0,0,0,0,0,1,1,0,0.390700530469067
3083,1,34,0,0,0,1,5,1,1,0,1,1,0.6510173275005325
2806,0,26,0,0,0,0,0,0,0,1,0,0,0.25974557768770995
896,1,47,1,0,0,0,4,0,1,0,0,0,0.25985907375814216
759,1,43,0,0,0,0,0,0,0,1,0,0,0.06619992847722994
5758,0,31,1,0,0,0,3,1,0,1,0,1,0.6076906055950547
5813,1,55,0,0,0,0,2,0,0,1,0,0,0.04368798647701036
5969,1,46,1,0,0,0,2,1,1,0,1,0,0.2884825115129717
533,1,27,0,0,0,0,5,0,0,1,1,0,0.4734885619516762
4042,1,37,1,0,0,0,3,0,0,1,1,0,0.2960489364080501
3752,1,30,1,0,0,0,4,0,1,0,0,1,0.5739901109942177
5364,0,23,1,0,0,0,0,0,1,0,0,1,0.521635466037874
4283,1,21,1,0,0,0,4,0,1,0,1,1,0.7330454763605668
3868,1,30,1,0,1,0,9,1,1,0,1,1,0.9309807726873356
588,1,24,1,0,0,0,1,0,0,1,1,0,0.41395310791540746
5376,1,18,1,5,0,2,4,1,1,0,1,1,0.9980907785304127
5907,1,22,1,0,0,0,0,1,1,0,1,1,0.6191563700482831
2579,1,25,0,0,0,0,1,0,1,0,1,0,0.3515913095423624
5685,1,28,1,0,0,0,0,0,0,1,0,0,0.28515726440979494
3673,1,25,0,0,0,0,0,1,1,0,0,0,0.42744434856866775
4731,0,36,0,0,0,0,7,1,1,0,1,1,0.7061029680043333
4533,1,59,1,0,0,0,8,1,1,0,1,0,0.40094098436215697
3544,1,57,1,0,0,0,0,0,0,1,0,0,0.038672778060619126
4537,1,43,1,0,0,0,0,1,1,0,0,0,0.23589521291448612
4385,1,43,0,0,0,0,1,0,0,1,0,0,0.08381212050671565
2635,1,26,0,0,0,0,0,0,0,1,1,0,0.2138736316136761
677,0,24,1,0,0,0,1,1,0,1,1,1,0.6181017418862617
2228,1,29,0,0,0,0,0,0,0,1,0,0,0.17667213578324636
3388,1,57,0,0,0,0,12,0,0,1,1,0,0.33295787046108666
1199,1,35,0,0,0,0,0,0,0,1,0,0,0.11777074715880273
6085,1,28,0,0,0,0,11,0,1,0,1,1,0.8455364623672862
4338,1,52,0,0,0,0,3,0,0,1,0,0,0.06954204753757261
2522,1,45,0,0,0,0,1,1,0,1,0,0,0.12183610648076645
4055,1,20,0,0,0,0,0,1,1,0,0,1,0.5257917132046922
1696,0,33,1,0,0,0,1,0,0,1,0,0,0.3089172700068471
6057,1,47,1,0,0,0,14,0,0,1,1,1,0.7589731340753297
1034,0,28,0,0,0,0,1,0,0,1,0,0,0.2787702218850064
4727,1,27,1,0,0,1,0,0,1,0,0,0,0.4672478234839008
3686,1,59,1,0,0,0,0,0,0,1,0,0,0.03320144852211658
2093,1,32,1,0,0,0,1,1,1,0,1,0,0.4874574978051288
5343,1,55,1,0,0,0,5,0,1,0,0,0,0.1939363126720889
2908,1,23,1,0,0,0,0,1,1,0,0,1,0.6003347558868429
2142,0,62,0,0,0,0,0,0,0,1,0,0,0.019933658362044557
6086,0,50,0,0,0,0,1,1,1,0,0,0,0.14671176744513476
2065,1,46,0,0,0,0,5,1,1,0,1,0,0.33651215152216085
5778,1,46,1,0,0,0,4,0,1,0,0,0,0.2753606717494672
1597,1,36,1,0,0,0,0,0,1,0,0,0,0.23214116877512297
2003,1,24,0,0,0,3,3,1,0,1,1,1,0.7782089952204215
4126,1,57,1,0,0,0,8,0,0,1,1,0,0.23619304015882225
4429,1,35,1,0,0,0,2,0,1,0,0,0,0.35268150343435195
4095,1,27,1,0,0,0,0,0,1,0,1,0,0.3812418777099579
5384,1,19,0,0,1,3,1,1,1,0,1,1,0.8755405076568386
4595,1,64,1,0,0,0,8,1,0,1,0,0,0.23999212921023277
3147,1,37,0,0,0,0,2,0,0,1,0,0,0.15948680593436054
1929,1,28,1,0,0,0,9,1,1,0,0,1,0.909353633126427
293,1,69,0,0,0,0,0,0,0,1,0,0,0.008982859700066077
1471,1,56,0,0,0,0,4,0,1,0,0,0,0.0911553335817968
301,1,23,1,2,0,0,3,1,1,0,1,1,0.9348689855549286
3520,0,40,0,0,0,0,2,0,0,1,0,0,0.16179437946352793
2052,1,35,0,0,0,0,1,0,1,0,0,0,0.19731824633376788
3387,1,57,1,0,0,0,19,0,1,0,1,1,0.8793508833878432
1562,1,31,1,0,0,0,5,0,0,1,1,1,0.5295523771933247
1650,1,22,1,0,0,0,0,0,1,0,0,0,0.47783052586633895
1504,1,34,1,0,0,1,3,1,1,0,0,1,0.6580381870678975
4941,1,32,0,0,0,0,3,0,1,0,0,0,0.3416532339759458
386,1,26,1,1,1,0,10,1,1,0,1,1,0.9805333155923555
4971,1,31,0,0,0,0,5,1,1,0,1,1,0.6242804552953546
2565,1,48,0,0,0,0,1,0,0,1,0,0,0.05802044295738396
3044,1,37,1,0,0,0,20,1,1,0,1,1,0.9878490088177353
1215,1,25,1,0,0,0,8,1,1,0,1,1,0.9078913323103215
2348,0,38,0,0,0,0,0,1,1,0,0,0,0.2561149335723704
4572,1,30,1,0,0,0,1,0,1,0,1,0,0.38540521809131156
3325,0,33,0,0,0,0,0,0,1,0,0,0,0.2234937983938184
258,1,27,1,0,0,0,0,0,0,1,0,0,0.30155313549348445
5902,1,55,1,0,0,0,3,1,0,1,1,0,0.1524596295077007
1557,1,44,1,2,0,0,19,1,0,1,1,1,0.9912169820939444
1708,1,25,1,0,0,0,0,0,1,0,0,0,0.41919894071496205
3849,1,29,1,0,0,1,17,1,1,0,1,1,0.9902361478425201
238,1,37,0,0,0,0,3,0,1,0,0,0,0.2589410310444663
3122,1,22,0,0,0,0,3,1,0,1,1,1,0.5876419454025452
1350,0,20,0,0,0,0,0,0,1,0,0,0,0.4459604808494776
5865,1,27,0,0,0,0,0,1,1,0,0,0,0.389241043619774
5312,1,21,0,0,0,0,0,1,0,1,0,0,0.4178798752696983
4326,1,68,0,0,0,0,0,0,0,1,0,0,0.00971516373781078
4310,0,24,1,0,0,0,2,1,1,0,1,1,0.7487714001056879
2081,1,34,1,0,0,0,0,0,1,0,0,0,0.261527872596834
1481,1,66,0,0,0,0,1,0,1,0,0,0,0.02072411647538923
4816,1,30,0,0,0,0,0,0,0,1,0,0,0.1654577229409389
814,1,27,1,0,0,0,10,1,1,0,1,1,0.9333805377554761
4545,0,42,1,0,0,0,16,0,1,0,1,1,0.9347805442475515
1647,1,42,0,0,0,0,0,0,1,0,0,0,0.09869213284000025
4278,0,38,1,0,0,0,0,0,0,1,0,0,0.18913055255986075
5041,1,23,1,0,0,0,0,0,1,0,0,0,0.45813699771965527
1694,1,32,1,0,0,1,8,0,1,0,0,1,0.8194717057878272
360,1,26,1,0,0,0,3,0,1,0,0,1,0.5889547193261682
4936,0,41,0,0,0,0,9,1,0,1,0,1,0.6536751083331959
5789,0,26,0,0,0,0,1,0,1,0,1,0,0.3925228690845432
743,0,52,1,0,0,0,0,0,1,0,0,0,0.09907353955294979
462,1,44,1,0,0,0,1,0,0,1,0,0,0.1267700102552859
2852,1,27,0,0,0,1,18,1,1,0,1,1,0.9889201463122375
3974,1,22,1,0,0,0,0,1,1,0,0,1,0.6191563700482831
4888,1,37,0,0,0,0,9,0,1,0,1,1,0.6173121337124551
5487,1,37,0,0,0,0,1,0,0,1,0,0,0.12819752830058515
4187,0,21,0,0,0,0,0,0,0,1,0,0,0.3425959637983713
1684,1,46,0,0,0,0,1,1,0,1,0,0,0.11362209946257393
3229,0,36,1,2,0,0,4,1,0,1,1,1,0.8568460763817182
1915,1,25,1,0,1,0,21,1,1,0,1,1,0.9976632803367044
1581,1,51,0,0,0,0,1,1,1,0,0,0,0.10966405118373318
3927,1,25,0,0,0,0,2,0,1,0,1,0,0.4116587065645048
4666,0,53,1,0,0,0,5,0,1,0,1,0,0.2665936515684956
3647,0,23,1,0,0,0,0,0,0,1,0,0,0.43314364521506243
4958,1,46,0,0,0,0,1,0,1,0,0,0,0.09335530210697876
2054,0,52,1,0,0,0,8,0,1,0,1,0,0.4580865961526276
5808,0,42,1,3,0,0,17,1,1,0,1,1,0.9967656577863554
4317,1,20,1,0,0,1,2,1,1,0,1,1,0.8186382876879232
6139,1,25,1,0,0,0,1,0,1,0,0,0,0.4822266107291222
3399,1,39,1,0,0,0,4,0,1,0,0,0,0.3979940665895561
2032,1,20,1,0,0,0,0,0,1,0,0,1,0.5173634298792028
3732,1,25,0,0,0,0,2,1,0,1,1,0,0.46554470183515917
1147,1,19,1,3,0,0,2,1,1,0,1,1,0.9698707350365667
779,1,25,1,0,0,0,0,0,0,1,0,0,0.3358830719820449
5859,1,36,0,0,0,0,5,0,1,0,0,0,0.3863946617690139
826,1,29,1,0,0,0,0,0,1,0,0,0,0.34468204689714793
4398,1,33,1,0,0,0,1,0,1,0,0,0,0.33092719853666897
2969,1,46,0,0,0,0,7,1,1,0,1,0,0.45785077741995156
6005,0,36,1,0,0,0,1,0,0,1,0,0,0.2606654694894554
2985,1,56,0,0,0,0,0,0,1,0,0,0,0.03491277048709775
363,1,29,1,0,0,0,2,0,1,0,1,0,0.4668935492177631
5371,0,46,0,0,0,0,0,0,1,0,0,0,0.09331313664933609
204,1,31,0,0,0,0,0,1,1,0,1,0,0.31714162378890015
3668,1,34,0,0,0,0,0,0,1,0,0,0,0.17094130339102595
3715,1,28,1,0,0,0,0,1,0,1,1,0,0.4147612886278877
2675,1,57,1,0,0,0,23,1,1,0,1,1,0.9729003072284135
5786,1,36,0,0,0,0,1,0,1,0,0,0,0.18508791726180457
15,1,31,0,0,0,0,6,1,1,0,1,1,0.6819387562913024
6137,1,24,1,0,0,0,2,1,0,1,0,1,0.6182193536547594
5543,1,52,1,0,0,0,7,1,1,0,1,0,0.4743418199995113
126,1,27,1,0,0,0,2,1,1,0,1,1,0.6457256160497737
5269,1,24,0,0,0,0,1,0,0,1,0,0,0.29140391765057144
898,0,38,0,0,0,0,0,0,1,0,0,0,0.16233375636205552
2206,1,37,0,0,0,0,0,0,0,1,0,0,0.10229967817770311
1319,1,29,0,0,0,0,0,0,1,0,0,0,0.23443668447149218
4285,1,68,1,0,0,0,2,0,1,0,0,0,0.03849891281966946
4018,1,21,0,0,0,0,0,1,0,1,0,0,0.4178798752696983
2583,0,20,1,0,0,0,1,1,1,0,1,1,0.7601617977570612
4329,1,20,1,0,0,0,0,0,1,0,0,1,0.5173634298792028
3592,1,31,0,0,0,0,0,0,0,1,0,0,0.15482129685203053
1956,1,34,0,0,0,0,1,1,1,0,0,0,0.3209680724492755
3533,0,26,0,0,0,0,2,0,0,1,1,0,0.3687895843377696
5505,1,67,0,0,0,0,0,0,1,0,0,0,0.014926716740732444
3119,1,27,1,0,0,0,6,1,1,0,1,1,0.8348033480706752
4165,0,29,0,0,0,0,20,1,1,0,1,1,0.9913756397112632
423,1,66,1,0,0,0,33,1,1,0,1,1,0.9955843332345666
509,1,22,1,0,0,0,11,1,1,0,1,1,0.9640945307292704
3276,1,50,1,0,0,0,13,1,1,0,0,1,0.8299297862469656
200,1,28,0,0,0,0,1,0,1,0,1,0,0.2995632794165075
5173,1,43,0,0,0,0,2,0,1,0,0,0,0.14417078813724094
4116,1,38,1,0,0,0,0,0,0,1,0,0,0.15314939485818152
5697,1,32,1,0,0,0,0,0,0,1,1,0,0.22522771426104732
1837,1,40,1,0,0,0,3,0,1,0,0,0,0.3212837995719625
4645,1,44,1,0,0,0,0,0,1,0,0,0,0.13834180753512415
1525,1,69,0,0,0,0,6,1,1,0,0,0,0.09591672672589126
3176,0,47,0,0,0,0,0,0,0,1,0,0,0.062469106845309014
837,1,42,0,0,0,0,0,0,0,1,0,0,0.07126129453854224
3802,1,25,0,4,0,1,13,1,1,0,0,1,0.9982730379056223
1778,0,27,0,0,0,0,0,0,0,1,0,0,0.24482604207668457
3311,1,49,1,0,0,0,0,0,0,1,0,0,0.07041656944805576
5145,1,52,1,0,0,0,2,1,1,0,1,0,0.20142388138933864
5329,1,33,0,0,0,0,6,1,1,0,1,1,0.6466801697963409
1741,1,40,0,0,0,0,8,1,1,0,1,1,0.6365900621541748
2406,1,35,0,0,0,0,7,0,1,0,1,1,0.5315815302723829
3478,0,44,0,0,0,0,0,1,0,1,0,0,0.1304999103065261
2085,0,27,0,0,0,0,0,0,1,0,0,0,0.3163130488960503
5954,1,22,1,0,0,0,0,0,0,1,1,0,0.390700530469067
5592,1,20,1,0,0,0,0,0,0,1,0,0,0.42894647729733154
4250,0,43,1,0,0,0,2,0,0,1,0,0,0.2072905122652377
1356,1,45,1,0,0,0,2,0,0,1,1,0,0.14754412339367132
1379,0,31,1,0,0,0,2,0,1,0,0,0,0.4909018314082038
4918,1,46,0,0,0,0,1,0,0,1,0,0,0.06729704643217879
3718,0,33,1,0,0,0,3,0,0,1,0,0,0.4267049486910331
4322,1,28,1,0,0,0,6,1,1,0,1,1,0.8236028899604474
3440,0,36,0,0,0,0,2,0,1,0,0,0,0.2743089688987507
766,1,32,1,0,0,0,3,1,1,0,0,1,0.6129424784508734
957,0,52,1,0,0,0,1,0,1,0,0,0,0.12426772854919471
784,1,21,1,0,0,0,2,1,1,0,1,1,0.745538299224638
1040,1,60,1,0,0,0,12,0,1,0,0,0,0.4911001466068499
2067,0,38,0,0,0,0,0,0,1,0,0,0,0.16233375636205552
431,1,30,0,0,0,0,7,0,0,1,0,1,0.5415058682698414
3685,0,59,0,0,0,0,0,0,0,1,0,0,0.025138766910731976
1487,1,29,0,0,0,0,2,0,1,0,0,0,0.33770282687766345
3189,1,25,0,0,0,0,2,1,0,1,0,0,0.46554470183515917
1062,1,20,1,0,0,0,0,1,1,0,1,1,0.6556992609579557
5273,1,40,1,0,0,0,20,0,1,0,1,1,0.9730404339463513
76,0,35,1,0,0,0,1,0,0,1,0,0,0.2761972209767687
3620,1,56,0,0,0,0,13,0,1,0,0,0,0.49871081173821336
1050,1,27,0,0,0,0,0,0,1,0,0,0,0.2640140635523522
2240,1,35,0,0,0,0,4,0,0,1,0,0,0.27013151998104845
1194,1,29,0,0,0,0,0,0,0,1,0,0,0.17667213578324636
731,0,21,0,0,0,0,0,0,0,1,1,0,0.3425959637983713
5703,0,20,0,0,0,0,0,1,1,0,1,1,0.5884834064132117
5471,1,38,1,0,0,0,4,0,0,1,0,0,0.33395437640678527
2374,1,25,0,0,0,0,0,0,0,1,0,0,0.22747511899143757
4846,0,34,1,0,0,0,5,0,1,0,0,1,0.6203641584568614
387,1,28,1,0,0,0,5,0,1,0,1,1,0.6706897846782173
2779,1,27,0,0,0,0,1,0,1,0,0,0,0.31642081516377935
2928,1,23,0,0,0,0,2,0,0,1,1,0,0.36481467999459605
3409,0,24,0,0,0,0,0,0,1,0,1,0,0.36971465254276886
1180,0,59,0,0,0,0,1,0,1,0,0,0,0.04533364783001204
4044,1,40,0,0,0,0,3,0,0,1,0,0,0.1618619653297097
5862,1,21,1,0,0,0,0,0,0,1,1,0,0.4096869497995329
5377,0,26,0,0,0,0,3,1,1,0,1,1,0.6565288797247897
4953,1,51,0,0,0,0,0,0,0,1,0,0,0.0362828059320373
5894,1,26,1,0,0,0,8,1,1,0,1,1,0.9010589776553987
2475,0,61,0,0,0,0,0,0,0,1,0,0,0.02153929431141474
3855,1,35,0,0,0,0,3,1,0,1,0,0,0.33755937837098915
3502,1,28,0,0,0,0,16,1,1,0,1,1,0.9720615181958243
2377,1,60,1,0,0,0,9,0,1,0,1,0,0.30993554572476634
1679,1,42,1,0,0,0,1,0,1,0,0,0,0.195293465190179
1207,1,30,1,2,0,0,20,1,1,0,1,1,0.9984128218511987
2092,1,37,0,0,0,0,1,0,0,1,1,0,0.12819752830058515
2143,1,48,0,0,0,0,0,0,1,0,0,0,0.06377498214833038
3309,1,52,0,0,0,0,4,1,0,1,0,0,0.14627745027797875
3301,1,26,1,0,0,0,4,1,1,0,1,1,0.7666140831560095
762,1,52,0,0,0,0,1,1,1,0,0,0,0.10217518572993005
4813,1,34,0,0,0,0,0,1,1,0,0,0,0.2681035707544562
1788,0,30,0,0,0,0,3,1,0,1,0,0,0.49394922737975716
3432,1,33,0,0,0,0,0,0,1,0,0,0,0.18244612987182396
5205,1,40,0,0,0,0,5,1,1,0,0,0,0.44912094412283604
3627,0,43,0,0,0,0,0,1,0,1,0,0,0.13974169339603357
6018,1,22,0,0,0,0,0,1,1,0,0,0,0.48626364911988484
3066,1,43,0,0,0,0,0,0,0,1,0,0,0.06619992847722994
5626,0,27,0,0,0,0,2,1,1,0,1,1,0.5778163374980133
